rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre
1,Without Me,Eminem,[],2002,0d2ee7a9-b167-4baa-8be8-23c8bfddc49a,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,290000,"['rap', 'hip hop']"
2,"Whenever, Wherever",Shakira,[],2002,,bf24ca37-25f4-4e34-9aec-460b94364cfc,197000,"['pop', 'dance']"
3,A Little Less Conversation,Elvis Presley vs. Junkie XL,[],2002,0001c065-1915-35f2-a0c8-f16d4d95ef40,,0,[]
4,Dilemma,Nelly,['Kelly Rowland'],2002,,811900b2-68fc-4d41-8bad-69b7a1f4d628,104000,"['rnb', 'rap', 'hip hop']"
5,The Ketchup Song (Asereje),Las Ketchup,[],2002,3e209f11-97f6-409f-910a-7571156adc81,5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1,212000,[]
6,A Thousand Miles,Vanessa Carlton,[],2002,,c1a61bb0-e4fe-4064-bc8d-954a2dafda79,237000,['pop']
7,Not Pretty Enough,Kasey Chambers,[],2002,0272baae-28b2-39e2-b2da-6b070940f3f2,7333182d-8933-4896-adaa-fe98e6b59bd7,199000,[]
8,Complicated,Avril Lavigne,[],2002,,0103c1cc-4a09-4a5d-a344-56ad99a77193,245000,"['pop', 'rock']"
9,Hero,Enrique Iglesias,[],2002,02a88fe9-dc4c-3d3b-a0c5-66680b725b96,35f866dc-c061-48ba-8157-cf2e0eac4857,264000,[]
10,Kiss Kiss,Holly Valance,[],2002,7576f3a6-adab-3454-bd33-ecde91943732,fb42bc41-953c-4040-88e7-0f6757339ea1,205000,[]
11,Murder on the Dancefloor,Sophie Ellis-Bextor,[],2002,f8462db3-26c6-4e62-a655-d65c1a2b02d6,,229000,"['pop', 'dance']"
12,Underneath Your Clothes,Shakira,[],2002,,bf24ca37-25f4-4e34-9aec-460b94364cfc,224000,[]
13,"Hey Baby (Uhh, Ahh)",DJ Otzi,[],2002,df62db21-5fb4-4f4c-b04e-886063b26065,8d6a4455-1ae8-4e51-a481-08a85cb0141a,220000,[]
14,Tribute,Tenacious D,[],2002,5499b04a-baeb-4484-af36-05b46f6f2667,148ddea2-6839-4354-8e2c-5dfadf136b7f,247000,[]
15,Get the Party Started,Pink,[],2002,,f4d5cc07-3bc9-4836-9b15-88a08359bc63,153000,[]
16,Hot in Herre,Nelly,[],2002,69034670-67eb-4576-90b5-df2d00327a1b,811900b2-68fc-4d41-8bad-69b7a1f4d628,228000,"['rap', 'hip hop', 'rnb']"
17,If Tomorrow Never Comes,Ronan Keating,[],2002,,f1cd545b-f17b-4d3a-98de-68b695bfe211,215000,[]
18,The Logical Song,Scooter,[],2002,3f36e8e8-5da5-48be-92c1-aad1e35bc259,83e59f23-3b0b-4304-834d-5bcafd5df6d2,195000,[]
19,Get Over You,Sophie Ellis-Bextor,[],2002,54e4ebc1-5851-4991-8413-e148818f31b0,,198000,[]
20,Better Man,Robbie Williams,[],2002,050b0ffe-751d-35be-8ff0-b8f93869f0fc,db4624cf-0e44-481e-a9dc-2142b833ec2f,202000,[]
21,Livin' it Up,Ja Rule,['Case'],2002,3604cd3e-8467-41b0-8d1d-9596fc73e519,b504f625-4ef6-4a5a-81e8-870a61e8dc9c,256000,[]
22,U Got it Bad,Usher,[],2002,,,,[]
23,Heaven,DJ Sammy & Yanou,['Do'],2002,aafce69e-a865-47b9-9849-5acd6c0423e2,,0,[]
24,Superman (It's Not Easy),Five for Fighting,[],2002,eae91cbe-b8b7-444d-a842-8e69879d1254,23eeaeaf-423d-4859-8c91-2175ece74287,223000,[]
