rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre
1,Call Me Maybe,Carly Rae Jepsen,[],2012,,09887aa7-226e-4ecc-9a0c-02d2ae5777e1,193000,"['pop', 'dance']"
2,Gangnam Style,Psy,[],2012,023535cc-21a0-4b3a-bc7d-fa3d1eb39ff2,,219000,[]
3,Battle Scars,Guy Sebastian,['Lupe Fiasco'],2012,,f116b984-45ae-49d0-9445-efc5a61458a1,250000,[]
4,Whistle,Flo Rida,[],2012,,4593d49a-7f67-46ba-9ec0-126bd676286f,225000,['pop']
5,Wild Ones,Flo Rida,['Sia'],2012,147a96b2-c763-4112-a990-90b40512b2d9,4593d49a-7f67-46ba-9ec0-126bd676286f,0,[]
6,Starships,Nicki Minaj,[],2012,1ab5a945-b17a-438f-b217-20e34126cf73,1036b808-f58c-4a3e-b461-a2c4492ecf1b,210000,"['pop', 'dance']"
7,Boom Boom,Justice Crew,[],2012,9dec976d-6807-40ec-9301-1bbeb016b7b4,5bd06912-a77f-41ce-9be7-9134b8cf9b66,186000,[]
8,Skinny Love,Birdy,[],2012,,1b8bdee5-783a-4eca-88e5-3e9460739546,201000,[]
9,Thrift Shop,Macklemore & Ryan Lewis,['Wanz'],2012,0a338e69-dd00-3796-b352-848153dce93a,97b226c8-7140-4da3-91ac-15e62e131a81,236000,[]
10,Don't You Worry Child,Swedish House Mafia,['John Martin'],2012,,99075985-0d80-4692-a15e-b16f78831792,212000,[]
11,Payphone,Maroon 5,['Wiz Khalifa'],2012,,0ab49580-c84f-44d4-875f-d83760ea2cfe,222000,['pop']
12,We Are Young,Fun,['Janelle Monae'],2012,7b1eeee7-f16c-48e5-8d52-d75138f1e0a2,fc62d051-fe73-4c8e-85a8-d5102306fa1a,233000,[]
13,Brother,Matt Corby,[],2012,8a36639b-0a60-4283-8762-587f9443eec6,f4c42c60-96ae-4f1e-816a-b011bc48210b,252000,[]
14,Lego House,Ed Sheeran,[],2012,171895b8-ae2d-4d94-8a77-1830df2953ce,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,183000,[]
15,Some Nights,Fun,[],2012,0f74a890-723f-4148-bce0-410a7ef9a2bf,fc62d051-fe73-4c8e-85a8-d5102306fa1a,277000,[]
16,Good Time,Owl City and Carly Rae Jepsen,[],2012,,,0,[]
17,What Makes You Beautiful,One Direction,[],2012,,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,198000,['pop']
18,One More Night,Maroon 5,[],2012,,0ab49580-c84f-44d4-875f-d83760ea2cfe,219000,"['pop', 'rock']"
19,We Are Never Ever Getting Back Together,Taylor Swift,[],2012,,20244d07-534f-4eff-b4d4-930878889970,191000,"['pop', 'country']"
20,Hall of Fame,The Script,['Will.i.am'],2012,,4c98aa1b-34eb-4336-987f-5e50aa059c00,201000,[]
21,Bangarang,Skrillex,['Sirah'],2012,06002dd8-5c20-45d4-8fcf-97213b943bd3,ae002c5d-aac6-490b-a39a-30aa9e2edf2b,0,[]
22,One Thing,One Direction,[],2012,0d00b4ff-ff43-4b41-abfa-6dd2d26e4dcf,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,197000,['pop']
23,Boys Like You,360,['Gossling'],2012,df9a4021-e6a1-4d1a-b9e1-e7b222578656,51be60bc-6276-47cd-95cb-79a30f054b21,212000,[]
24,Paradise,Coldplay,[],2012,,cc197bad-dc9c-440d-a5b5-d52ba2e14234,276000,"['rock', 'alternative']"
25,Earthquake,Labrinth,['Tinie Tempah'],2012,715a6114-b088-4ed0-bc2b-8a24d15f3de9,dc99e6fd-c710-4f79-b74b-127b4d0b7849,216000,[]
26,Bom Bom,Sam and The Womp,[],2012,01600cd1-9764-48b9-8a72-6f47bd61da5b,48ea491f-6ce7-4ee1-8b6f-3f5271904dc6,173000,[]
27,I Knew You Were Trouble,Taylor Swift,[],2012,57fa745f-9c3e-410f-a9e6-1b11f229ec4d,20244d07-534f-4eff-b4d4-930878889970,395000,[]
28,Locked Out of Heaven,Bruno Mars,[],2012,2ee757bd-1c77-4d7d-adf9-a6c529160f4b,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,233000,"['pop', 'rnb']"
29,I Cry,Flo Rida,[],2012,0458861a-038f-3e12-9129-07af5feeaabb,4593d49a-7f67-46ba-9ec0-126bd676286f,222000,"['dance', 'hip hop']"
30,Never Let Me Go,Florence + The Machine,[],2012,0a33c05f-5859-409e-95fe-0da84eaa2f00,5fee3020-513b-48c2-b1f7-4681b01db0c6,0,[]
31,Feel the Love,Rudimental,['John Newman'],2012,03322bd3-2473-4fe7-a258-a83bc9bc1754,b09ced80-aa65-43c1-9aa7-58b1e982eada,245000,[]
32,Diamonds,Rihanna,[],2012,,73e5e69d-3554-40d8-8516-00cb38737a1c,224000,"['pop', 'rnb']"
33,Ass Back Home,Gym Class Heroes,['Neon Hitch'],2012,1d20e087-f79e-474f-877b-2d5399f24d66,f4d4b515-0b74-423f-a161-db184330c37c,224000,[]
34,Set it Off,Timomatic,[],2012,040325ea-c73c-46b1-8bce-d84f582ccc59,,199000,[]
35,Wide Awake,Katy Perry,[],2012,2c2b2fff-b527-4cfd-90ae-41647a7d2d35,122d63fc-8671-43e4-9752-34e846d62a9c,219000,['pop']
36,Throw Your Hands Up (Dancar Kuduro),Qwote,['Pitbull and Lucenzo'],2012,44ca07eb-d6fb-4ec7-9896-af418b233fba,07db4077-5c61-4add-821e-59beea5d1d4d,211000,[]
37,Sexy and I Know It,LMFAO,[],2012,915cc017-efbd-3a76-98fe-58f109c65c5d,ed5d9086-e8cd-473a-b96c-d81ad6c98f0d,199000,"['dance', 'pop', 'electronic']"
38,Little Talks,Of Monsters and Men,[],2012,d7eefff4-115a-4086-9c9b-0a4a6035f927,9e103f85-7af7-41d7-b83b-49ba8f0c5abf,266000,"['indie', 'folk', 'alternative']"
39,Back in Time,Pitbull,[],2012,01b8678e-66c2-3887-9b2a-7848c956ecda,d262ea27-3ffe-40f7-b922-85c42d625e67,205000,[]
40,Somebody That I Used to Know,Gotye,['Kimbra'],2012,,6f6fd596-76e0-4b82-aa37-f558ac2d337b,244000,"['indie', 'alternative', 'electronic']"
41,I Won't Let You Go,James Morrison,[],2012,191c638e-b9be-4747-8dfd-737941a44f12,88a8d8a9-7c9b-4f7b-8700-7f0f7a503688,229000,[]
42,Lonely Boy,The Black Keys,[],2012,377400cc-2d7a-4e27-81ea-fc008a843c05,d15721d8-56b4-453d-b506-fc915b14cba2,197000,[]
43,Die Young,Kesha,[],2012,,,213000,[]
44,Turn Me On,David Guetta,['Nicki Minaj'],2012,6f568778-4b14-419b-b5f1-ebfa3edaf8ad,302bd7b9-d012-4360-897a-93b00c855680,199000,[]
45,Part of Me,Katy Perry,[],2012,4134b972-74d7-4820-801f-43d497e8e04b,122d63fc-8671-43e4-9752-34e846d62a9c,216000,"['pop', 'dance']"
46,Don't Wake Me Up,Chris Brown,[],2012,df2dae57-27f5-4c0b-b0bf-ac599427bb93,c234fa42-e6a6-443e-937e-2f4b073538a3,330000,[]
47,Scream \& Shout,Will.i.am,['Britney Spears'],2012,,,,[]
48,Blow Me (One Last Kiss),Pink,[],2012,,9c6158ed-53d0-4094-b424-b641c5cab36d,257000,[]
