rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre
49,Sitting on Top of the World,Delta Goodrem,[],2012,86d7b237-07a4-4759-a760-4a225bd1e05d,8c5755b4-2de6-4158-bca9-e354cbf07437,240000,[]
50,Hey Hey Hey (Pop Another Bottle),Laurent Wery,"['Swift K.I.D', 'Dev']",2012,6ee6c3fb-5aa6-3fe0-ba68-4bfc91474d60,,187000,[]
51,Try,Pink,[],2012,,9c6158ed-53d0-4094-b424-b641c5cab36d,247000,[]
52,Spectrum (Say My Name) (Calvin Harris Remix),Florence + The Machine,[],2012,8b2438e5-5cc5-4bf1-b8bf-fcba4590b12e,5fee3020-513b-48c2-b1f7-4681b01db0c6,0,[]
53,Where Have You Been,Rihanna,[],2012,,73e5e69d-3554-40d8-8516-00cb38737a1c,243000,"['dance', 'pop', 'electronic']"
54,Pumped Up Kicks,Foster the People,[],2012,,e0e1a584-dd0a-4bd1-88d1-c4c62895039d,221000,['indie']
55,Sweet Nothing,Calvin Harris,['Florence Welch'],2012,b605543c-5a9e-48cd-9fe9-ba4ef6f5f85d,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,213000,[]
56,Drive By,Train,[],2012,,bfd5aec5-62a2-4560-a316-7c46c17babda,196000,"['pop', 'rock', 'alternative']"
57,Turn All the Lights On,T-Pain,['Ne-Yo'],2012,c01a79ee-d2f8-4320-b138-19efa0dd3fb8,,213000,[]
58,She Wolf (Falling to Pieces),David Guetta,['Sia'],2012,,302bd7b9-d012-4360-897a-93b00c855680,208000,[]
59,Summer Paradise,Simple Plan,"[""K'naan""]",2012,dd35df88-75f1-4190-a9fb-a8bc03aa6d3e,b345af35-205e-4eca-8006-029e5c20127e,234000,[]
60,"Young, Wild \& Free",Snoop Dogg & Wiz Khalifa,['Bruno Mars'],2012,,,,[]
61,I Love It,Hilltop Hoods,['Sia'],2012,08ced1bd-32f7-4256-ab67-85b5971eb354,16e1fb95-6d1c-45a3-aad8-d3bcd7e06aac,0,[]
62,Boyfriend,Justin Bieber,[],2012,,e0140a67-e4d1-4f13-8a01-364355bee46e,173000,"['pop', 'rnb']"
63,I Love It,Icona Pop,['Charli XCX'],2012,8100d87d-e534-4428-a4e8-89d9be40b853,c5f259d0-abd8-418e-81ee-3965fd4e4e9a,155000,"['dance', 'pop', 'electronic']"
64,Fight for You,Jason Derulo,[],2012,86772ac0-c71a-3b33-a912-dfdc72bb76f9,,242000,[]
65,Turn Up the Love,Far East Movement,['Cover Drive'],2012,02ebb8dc-a6e7-4963-a802-56f1e83d2453,6bd5655c-b7fe-48ee-8925-c2d2d8798618,195000,[]
66,Take Care,Drake,['Rihanna'],2012,feab1ba0-3a6e-318f-b12b-33079934471a,9fff2f8a-21e6-47de-a2b8-7f449929d43f,277000,"['pop', 'rnb']"
67,A Thousand Years,Christina Perri,[],2012,ec7a8e1c-0d80-4c6d-93d2-564030445fa6,38d363c7-fdcb-4308-9474-a0d14ab8d9b7,285000,['pop']
68,Beauty and a Beat,Justin Bieber,['Nicki Minaj'],2012,,e0140a67-e4d1-4f13-8a01-364355bee46e,144000,"['pop', 'dance']"
69,Girl on Fire (Inferno Version),Alicia Keys,['Nicki Minaj'],2012,489a8cdc-f93e-4dba-8f92-e0472ab94b92,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,271000,[]
70,Turn Up the Music,Chris Brown,[],2012,,c234fa42-e6a6-443e-937e-2f4b073538a3,227000,[]
71,We'll Be Coming Back,Calvin Harris,['Example'],2012,0e9aff6b-255d-4172-a464-c043e6846598,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,236000,[]
72,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,[],2012,,,252000,[]
73,The Fighter,Gym Class Heroes,['Ryan Tedder'],2012,04a1c921-a6aa-3fb2-ae45-4cb3ec6876bf,f4d4b515-0b74-423f-a161-db184330c37c,224000,[]
74,What You've Done to Me,Samantha Jade,[],2012,40ca2333-2198-3dc5-b2f7-ed5b2578c868,13f7c436-a682-45f7-8876-ac7dbecc7a6c,211000,[]
75,Good Feeling,Flo Rida,[],2012,,4593d49a-7f67-46ba-9ec0-126bd676286f,248000,"['electronic', 'dance']"
76,Levels,Avicii,[],2012,,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,199000,[]
77,Live While We're Young,One Direction,[],2012,,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,307000,['pop']
78,As Long as You Love Me,Justin Bieber,['Big Sean'],2012,04450037-d036-407a-8e81-c66093edb798,e0140a67-e4d1-4f13-8a01-364355bee46e,221000,"['pop', 'rap']"
79,Don't Worry Be Happy,Guy Sebastian,[],2012,0ca31abb-0aa7-4741-ad02-16f21acaf777,f116b984-45ae-49d0-9445-efc5a61458a1,253000,[]
80,This is Love,Will.i.am,['Eva Simons'],2012,,d574c9bd-46f6-440a-8d6a-8412a283eeb1,0,[]
81,Mind Your Manners,Chiddy Bang,['Icona Pop'],2012,5d30f8bb-29d8-3a19-a049-28f3bffe610c,d452681b-41e0-46a0-bb17-e77d23dfc220,179000,[]
82,Wings,Little Mix,[],2012,,38f59974-2f4d-4bfa-b2e3-d2696de1b675,219000,[]
83,If Looks Could Kill,Timomatic,[],2012,30b7899f-5eb5-43fa-9eb8-e8db6d808124,,218000,[]
84,How We Do (Party),Rita Ora,[],2012,,c9dd033c-0270-463c-b3ec-f4b7712486fe,245000,[]
85,Party Rock Anthem,LMFAO,['Lauren Bennett and GoonRock'],2012,,ed5d9086-e8cd-473a-b96c-d81ad6c98f0d,264000,"['dance', 'electronic', 'pop', 'techno']"
86,Count on Me,Bruno Mars,[],2012,5c3988e7-2bfc-4a5d-901a-03b06e78ba63,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,197000,"['pop', 'rnb']"
87,Pound the Alarm,Nicki Minaj,[],2012,003215cf-d47f-42b2-b085-b3d9589a9db5,1036b808-f58c-4a3e-b461-a2c4492ecf1b,255000,[]
88,I'm All Yours,Jay Sean,['Pitbull'],2012,497f8638-a95b-4a0c-a8b9-71e6c5475738,e03cf5b6-d2ec-4465-adee-226b518bcfcd,218000,[]
89,We Found Love,Rihanna,['Calvin Harris'],2012,0659f4db-a64d-378e-9529-584c217d23e5,73e5e69d-3554-40d8-8516-00cb38737a1c,216000,[]
90,I Will Wait,Mumford & Sons,[],2012,006100f9-ee53-4257-886d-9ad846762870,c44e9c22-ef82-4a77-9bcd-af6c958446d6,275000,"['folk', 'indie', 'country']"
91,The A Team,Ed Sheeran,[],2012,1835aad5-98e7-4de2-82a4-c8c95b1c0b69,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,259000,['pop']
92,Both of Us,B.o.B,['Taylor Swift'],2012,,94c338ff-1985-4429-9dc8-997b61bb5932,216000,[]
93,Moves Like Jagger,Maroon 5,['Christina Aguilera'],2012,,0ab49580-c84f-44d4-875f-d83760ea2cfe,202000,[]
94,Scream,Usher,[],2012,,3414d446-735a-443c-931f-10634f57e5b9,235000,[]
95,Hangover,Taio Cruz,['Flo Rida'],2012,,ba7d2626-38ce-4859-8495-bdb5732715c4,245000,[]
96,International Love,Pitbull,['Chris Brown'],2012,01040b0e-5753-47b6-9a17-9bbcbd8ffa7b,d262ea27-3ffe-40f7-b922-85c42d625e67,228000,[]
97,Brokenhearted,Karmin,[],2012,4b2c1d1f-cd5f-42e0-999b-4726c3e76f4f,a81303f1-64a5-4359-83ce-767f5fc3a542,227000,[]
98,Dedication to My Ex (Miss That),Lloyd,"['Andre 3000', 'Lil Wayne']",2012,927e8214-5785-49f1-b7fc-cd5b28009f2f,e9296a90-9c59-4657-9165-1f1b5319de00,227000,[]
99,What Doesn't Kill You (Stronger),Kelly Clarkson,[],2012,4d6033c2-eba5-33ab-bf3d-f2e2c9956a8d,d339efbb-77b9-4147-ba9e-59f2f24550b2,0,[]
100,Live My Life,Far East Movement,['Justin Bieber'],2012,001cb36d-dd3b-4ac6-92ad-889a54cd28e4,6bd5655c-b7fe-48ee-8925-c2d2d8798618,255000,[]
