rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre
1,I'm Outta Love,Anastacia,[],2000,,d3b2bec4-b70e-460e-b433-a865ceac2de8,228000,[]
2,Teenage Dirtbag,Wheatus,[],2000,780da202-d1d3-4e5e-a7bf-28b96eabaf1a,741a2892-1c5d-402f-a769-2096356c77d7,242000,"['rock', 'alternative', 'pop']"
3,Freestyler,Bomfunk MC's,[],2000,6e3dfedf-e849-4413-a2fd-f8f42127eb3e,,172000,[]
4,Music,Madonna,[],2000,3ca2af59-870c-441c-a4e0-8fbb8542b956,79239441-bfd5-4981-a70c-55c3f15c1287,225000,[]
5,Say My Name,Destiny's Child,[],2000,,,273000,"['rnb', 'pop']"
6,Poison,Bardot,[],2000,0234b6e2-98c4-4f64-9080-e382b9123a4b,040d07e9-b61a-4952-a81e-db05118ac819,201000,[]
7,Bye Bye Bye,NSYNC,[],2000,,603ba565-3967-4be1-931e-9cb945394e86,200000,"['pop', 'dance']"
8,Who the Hell Are You,Madison Avenue,[],2000,045e90f6-551b-467a-abb8-95352dca665b,04f730ea-5699-496b-83ec-c0d5db434b7c,210000,[]
9,Groovejet (If This Ain't Love),Spiller,[],2000,4d030774-2ca8-41ee-9579-dbfcc1c69746,2bbc4f2b-2f59-46a9-8ed1-e66717ef8fde,219000,[]
10,Shackles (Praise You),Mary Mary,[],2000,128ca666-74c8-4cf4-a799-57d83d86fe39,6413506f-e22b-412c-9f19-239db7df21f2,196000,[]
11,Candy,Mandy Moore,[],2000,cbee16fa-ead8-42cf-8af5-78e59fe91a64,9dc9f4b0-a7b4-43c5-8f6b-fcd43c426a4b,235000,[]
12,Bloke,Chris Franklin,[],2000,ab63b0f4-57c9-45fa-bc58-6154506392d1,e5259760-ec55-4674-97b7-2828c6babd16,232000,[]
13,Graduation (Friends Forever),Vitamin C,[],2000,,73fe8b5f-3baa-41ab-b3e3-1e5f99baf84c,340000,[]
14,Never Be the Same Again,Melanie C,"['Lisa ""Left Eye"" Lopes']",2000,68aeaf95-38d1-427e-8da0-630c2590368e,25b509ef-48ad-461b-a0bc-94cdddb8c919,253000,[]
