rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre
1,Closer,The Chainsmokers,['Halsey'],2016,fb7963d0-d06f-45ca-a647-2b00a963179f,91a81925-92f9-4fc9-b897-93cf01226282,245000,['pop']
2,One Dance,Drake,"['Wizkid', 'Kyla']",2016,1b352d1e-a749-4d33-b7f5-dc6691ef825b,9fff2f8a-21e6-47de-a2b8-7f449929d43f,173000,['pop']
3,7 Years,Lukas Graham,[],2016,,69cfe463-3075-44d8-b118-02381e4a9ed9,238000,['pop']
4,Never Be Like You,Flume,['Kai'],2016,1f2f9a79-ec30-4157-b645-ab402890d59d,c6cf91a0-fb48-4031-a375-fd2006133c5c,233000,"['electronic', 'pop', 'rnb']"
5,Don't Let Me Down,The Chainsmokers,['Daya'],2016,1ea62ab6-8bba-42fa-ae7c-6f0bc3234629,91a81925-92f9-4fc9-b897-93cf01226282,207000,"['electronic', 'pop']"
6,This is What You Came For,Calvin Harris,['Rihanna'],2016,a459fd2b-af8e-40ca-b939-577730ffff1a,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,221000,['house']
7,Can't Stop the Feeling!,Justin Timberlake,[],2016,2bb74cf7-acd5-4f7b-9be1-1c9eceb96a3d,596ffa74-3d08-44ef-b113-765d43d12738,236000,[]
8,Cheap Thrills,Sia,[],2016,76db241f-7199-421c-91ce-159d6e94a1d8,2f548675-008d-4332-876c-108b0c7ab9c5,211000,"['pop', 'dance']"
9,Stressed Out,Twenty One Pilots,[],2016,46bb3e3a-eb7a-4092-90dd-b705292f49d7,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,202000,"['alternative', 'indie', 'rock', 'hip hop']"
10,Love Yourself,Justin Bieber,[],2016,,e0140a67-e4d1-4f13-8a01-364355bee46e,233000,['pop']
11,Cold Water,Major Lazer,"['Justin Bieber', 'Mo']",2016,bca7fbd7-4680-4ffc-9fcd-55ef8d1d4cbf,75be165a-ad83-4d12-bd28-f589a15c479f,183000,"['dance', 'pop']"
12,Fast Car,Jonas Blue,['Dakota'],2016,03f7b893-2c83-4f1e-a80d-4ae743648c15,17678771-5799-4017-851a-319f25b6948d,212000,"['electronic', 'house']"
13,I Hate U I Love U,Gnash,"[""Olivia O'Brien""]",2016,,,0,[]
14,One Call Away,Charlie Puth,[],2016,7d3f2fe8-690a-4618-8cff-71a0a307cb42,525f1f1c-03f0-4bc8-8dfd-e7521f87631b,194000,['pop']
15,Work From Home,Fifth Harmony,['Ty Dolla Sign'],2016,0878b147-8038-4de5-baa1-275733cb4873,e565610b-9a8f-451d-b594-ea658d76f725,204000,[]
16,I Took a Pill in Ibiza,Mike Posner,[],2016,,5b64e344-b2fb-47bd-bd7b-4c793b17d472,280000,[]
17,Faded,Alan Walker,[],2016,,71d524e4-2ae2-4a3e-baa0-0c021925db7a,204000,"['electronic', 'dance', 'pop']"
18,1955,Hilltop Hoods,"['Montaigne', 'Tom Thum']",2016,9d5510a4-b3cd-4a32-a97d-0f8918706147,16e1fb95-6d1c-45a3-aad8-d3bcd7e06aac,237000,[]
19,Let Me Love You,DJ Snake,['Justin Bieber'],2016,,aa114151-4a17-42b0-8e20-37b434627479,206000,['electronic']
20,Say It,Flume,['Tove Lo'],2016,,c6cf91a0-fb48-4031-a375-fd2006133c5c,0,[]
21,Dancing on My Own,Calum Scott,[],2016,,68fdc9cc-1094-48bb-942f-66492343e41c,260000,[]
22,Say You Won't Let Go,James Arthur,[],2016,ab8d53bc-8732-4ae3-a65d-32ca5578d529,ac452d5e-e3d9-4759-b045-f876b631a2ca,211000,"['pop', 'rnb']"
23,Starboy,The Weeknd,['Daft Punk'],2016,7d24f194-f748-48b9-873f-42827f8e6315,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,230000,"['rnb', 'pop', 'electronic']"
24,Papercuts,Illy,['Vera Blue'],2016,,,0,[]
25,Just Like Fire,Pink,[],2016,,,0,[]
26,Gold,Kiiara,[],2016,0417d1be-8890-47a2-acb3-b163dd981789,dbc26631-5e61-4ba2-84ff-e1423a1c288a,225000,"['electronic', 'rnb']"
27,Heathens,Twenty One Pilots,[],2016,4db82a34-cd11-435b-9c94-027d887d2c2c,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,195000,"['alternative', 'rock', 'electronic', 'pop']"
28,My House,Flo Rida,[],2016,f62de3f3-00e6-47f9-9b7b-bf13dfa53753,4593d49a-7f67-46ba-9ec0-126bd676286f,193000,['pop']
29,Treat You Better,Shawn Mendes,[],2016,,b7d92248-97e3-4450-8057-6fe06738f735,187000,['pop']
30,Lush Life,Zara Larsson,[],2016,ea31f8e4-9925-40dd-b37d-bd37ef3918c6,134e6410-6954-45d1-bd4a-0f2d2ad5471d,201000,['pop']
31,Sorry,Justin Bieber,[],2016,,e0140a67-e4d1-4f13-8a01-364355bee46e,200000,['pop']
32,Pillowtalk,Zayn,[],2016,b5a89487-37b2-4512-8a04-93bc1028243f,,202000,"['pop', 'electronic', 'rnb']"
33,Roses,The Chainsmokers,['Rozes'],2016,150bcd97-660c-4c27-9c8a-290909357af8,91a81925-92f9-4fc9-b897-93cf01226282,226000,"['pop', 'electronic']"
34,Too Good,Drake,['Rihanna'],2016,83f3f017-82f4-4f0b-a7f1-b2ab0c68e28e,9fff2f8a-21e6-47de-a2b8-7f449929d43f,263000,"['rnb', 'pop']"
35,Cake By the Ocean,DNCE,[],2016,44bb501c-7fcc-4a58-9034-6a808e35d01e,b02dc689-7859-461d-b70e-9fe1f64fddce,234000,"['pop', 'funk', 'dance']"
36,Starving,Hailee Steinfeld & Grey,['Zedd'],2016,,,0,[]
37,Side to Side,Ariana Grande,['Nicki Minaj'],2016,64b454e6-c80d-4d2a-a741-379f1d4c9876,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,0,"['pop', 'reggae', 'rap']"
38,Panda,Desiigner,[],2016,,05b75ee5-98cd-430e-b1ec-ec0f61fdabda,246000,"['rap', 'hip hop']"
39,All My Friends,Snakehips,"['Tinashe', 'Chance the Rapper']",2016,3d159365-fa92-4836-839c-6d4741a3f4a9,2911fd5f-fa8d-4017-9577-40fc17a3220d,229000,[]
40,Work,Rihanna,['Drake'],2016,14c3952d-689e-4344-bd3e-02856e83c665,73e5e69d-3554-40d8-8516-00cb38737a1c,186000,['rnb']
41,Perfect Strangers,Jonas Blue,['JP Cooper'],2016,28a98711-723f-427c-a38f-7c02a73f1338,17678771-5799-4017-851a-319f25b6948d,196000,"['house', 'electronic']"
42,Hello,Adele,[],2016,623b39c5-3cf1-49b1-83a7-a22362f3b9a6,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,352000,"['soul', 'pop']"
43,Stitches,Shawn Mendes,[],2016,,b7d92248-97e3-4450-8057-6fe06738f735,206000,['pop']
44,The Sound of Silence,Disturbed,[],2016,08393c4c-3e2f-4f8e-a87d-232f896a650e,4bb4e4e4-5f66-4509-98af-62dbb90c45c5,248000,[]
45,Send My Love (To Your New Lover),Adele,[],2016,b1834954-5090-43c4-a964-4d13f3c9da5e,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,301000,"['pop', 'soul']"
46,The Greatest,Sia,['Kendrick Lamar'],2016,b85466fe-52cc-4f1b-9ae9-16dc2e8c3bad,2f548675-008d-4332-876c-108b0c7ab9c5,205000,[]
47,Ex's \& Oh's,Elle King,[],2016,,,,[]
48,Alarm,Anne-Marie,[],2016,,e3d5b5ec-101a-4529-9f2d-01dca64cf44e,205000,[]
49,Into You,Ariana Grande,[],2016,d64c6f5a-f529-468c-9a23-6bcdb213d14f,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,244000,['pop']
50,Hands to Myself,Selena Gomez,[],2016,030f0d7a-b7ab-4342-be06-035e65a2a503,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,200000,['pop']
51,Me Too,Meghan Trainor,[],2016,021f94f7-fb23-4f33-b9bf-f3f5a62fd5bd,b2029169-2574-4305-820f-252a5fde3697,184000,"['pop', 'dance']"
52,Be the One,Dua Lipa,[],2016,cb6cf879-50d3-464f-ab32-87dea4cd74e1,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,202000,"['pop', 'dance']"
53,We Don't Talk Anymore,Charlie Puth,['Selena Gomez'],2016,a3f37f9c-7b43-4a23-88d9-ac245f6dcd9c,525f1f1c-03f0-4bc8-8dfd-e7521f87631b,216000,[]
54,Sucker for Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons with Logic & Ty Dolla Sign & X Ambassadors,[],2016,,,,[]
55,Hide Away,Daya,[],2016,1f6f46a4-d4d3-4817-9b00-5b2aa9d362f9,06240dc0-6718-44b8-9d60-85fc64fef845,188000,[]
56,Middle,DJ Snake,['Bipolar Sunshine'],2016,0a61b0cb-50f3-4c92-bbbf-e91f7c39241b,aa114151-4a17-42b0-8e20-37b434627479,221000,"['electronic', 'dance', 'pop', 'house']"
57,In My Blood,The Veronicas,[],2016,078077ea-054b-40a9-92ac-6c9ef5fb1257,fd1baeb3-0ee9-4838-b4c7-615c78d68d10,198000,[]
58,No Money,Galantis,[],2016,1b856e89-7775-4956-a898-6960fc415b1b,a7229e38-bab7-48c1-9f35-9b4c49738b0f,187000,"['electronic', 'house', 'dance']"
59,24K Magic,Bruno Mars,[],2016,5dc11453-1bce-42d0-a7e3-0ce4d5c43da8,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,225000,"['funk', 'pop']"
60,Secret Love Song,Little Mix,['Jason Derulo'],2016,19401c37-3e6c-4c4d-9040-457e9a12d47e,38f59974-2f4d-4bfa-b2e3-d2696de1b675,270000,[]
61,This Girl,Kungs vs. Cookin' on 3 Burners,[],2016,,,0,[]
62,The Ocean,Mike Perry,['Shy Martin'],2016,7602fd16-cd1b-40af-b011-99e9819266a0,8223b678-a780-41bd-bc67-95fa8c45f2fc,181000,[]
63,No,Meghan Trainor,[],2016,019f98a1-51a4-4fbe-aa33-8e281e050f40,b2029169-2574-4305-820f-252a5fde3697,213000,"['pop', 'rnb']"
64,Final Song,Mo,[],2016,98bc78f3-e258-4e7b-902f-0546c48b8707,e5f41507-f2d8-46aa-a8f0-9eb4bccd2cb5,231000,[]
65,In the Name of Love,Martin Garrix & Bebe Rexha,[],2016,dc87c80a-eb4f-4e75-bec7-efccaae0bc06,,198000,[]
66,Rockabye,Clean Bandit,"['Sean Paul', 'Anne-Marie']",2016,9a9de254-182c-4b1d-8c1c-4b005b047467,dacc2d64-7e59-42a8-87a9-10c53919aff2,268000,[]
67,I Love You Always Forever,Betty Who,[],2016,a586591d-48a9-4484-98c8-b0d0784d0431,3712a76d-8dbd-40fd-9bd1-27ae08f1cd51,222000,[]
68,What Do You Mean?,Justin Bieber,[],2016,,e0140a67-e4d1-4f13-8a01-364355bee46e,205000,"['pop', 'dance']"
69,Home,Topic,['Nico Santos'],2016,b3161ff5-ed30-4c5a-8b5d-237bd76dc6d7,a0189b66-b628-402f-8e4b-cdc710c44801,178000,[]
70,Mercy,Shawn Mendes,[],2016,,b7d92248-97e3-4450-8057-6fe06738f735,208000,['pop']
71,Ride,Twenty One Pilots,[],2016,d119365a-cecc-4f8e-ba16-61e3db9cf964,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,216000,"['rock', 'reggae', 'alternative']"
