rank,song_title,artist,year
1,Levitating,Dua Lipa,2021
2,Save Your Tears,"The Weeknd, Ariana Grande",2021
3,Blinding Lights,The Weeknd,2021
4,Mood,"24kGoldn, Iann Dior",2021
5,Good 4 U,Olivia Rodrigo,2021
6,Kiss Me More,"Doja Cat, SZA",2021
7,Leave the Door Open,"Silk Sonic, Bruno Mars, Anderson .Paak",2021
8,Drivers License,Olivia Rodrigo,2021
9,Montero (Call Me by Your Name),Lil Nas X,2021
10,Peaches,"Justin Bieber, Daniel Caesar, Giveon",2021
11,Butter,BTS,2021
12,Stay,"The Kid Laroi, Justin Bieber",2021
13,Deja Vu,Olivia Rodrigo,2021
14,Positions,Ariana Grande,2021
15,Bad Habits,Ed Sheeran,2021
16,Heat Waves,Glass Animals,2021
17,Without You,The Kid Laroi,2021
18,Forever After All,Luke Combs,2021
19,Go Crazy,"Chris Brown, Young Thug",2021
20,Astronaut in the Ocean,Masked Wolf,2021
21,34+35,"Ariana Grande, Doja Cat, Megan Thee Stallion",2021
22,What You Know Bout Love,Pop Smoke,2021
23,My Ex's Best Friend,"Machine Gun Kelly, Blackbear",2021
24,Industry Baby,"Lil Nas X, Jack Harlow",2021
25,Therefore I Am,Billie Eilish,2021
26,Up,Cardi B,2021
27,Fancy Like,Walker Hayes,2021
28,Dakiti,"Bad Bunny, Jhay Cortez",2021
29,Best Friend,"Saweetie, Doja Cat",2021
30,Rapstar,Polo G,2021
31,Heartbreak Anniversary,Giveon,2021
32,For the Night,"Pop Smoke, Lil Baby, DaBaby",2021
33,Calling My Phone,"Lil Tjay, 6lack",2021
34,Beautiful Mistakes,"Maroon 5, Megan Thee Stallion",2021
35,Holy,"Justin Bieber, Chance the Rapper",2021
36,On Me,Lil Baby,2021
37,You Broke Me First,Tate McRae,2021
38,Traitor,Olivia Rodrigo,2021
39,Back in Blood,"Pooh Shiesty, Lil Durk",2021
40,I Hope,"Gabby Barrett, Charlie Puth",2021
41,Dynamite,BTS,2021
42,Wockesha,Moneybagg Yo,2021
43,You Right,"Doja Cat, the Weeknd",2021
44,Beat Box,"SpotemGottem, Pooh Shiesty, DaBaby",2021
45,Laugh Now Cry Later,"Drake, Lil Durk",2021
46,Need to Know,Doja Cat,2021
47,Wants and Needs,"Drake, Lil Baby",2021
48,Way 2 Sexy,"Drake, Future, Young Thug",2021
49,Telepatía,Kali Uchis,2021
50,Whoopty,CJ,2021
51,Lemonade,"Internet Money, Gunna, Don Toliver, Nav",2021
52,Good Days,SZA,2021
53,Starting Over,Chris Stapleton,2021
54,Body,Megan Thee Stallion,2021
55,Willow,Taylor Swift,2021
56,Bang!,AJR,2021
57,Better Together,Luke Combs,2021
58,You're Mines Still,"Yung Bleu, Drake",2021
59,Every Chance I Get,"DJ Khaled, Lil Baby, Lil Durk",2021
60,Essence,"Wizkid, Justin Bieber, Tems",2021
61,Chasing After You,"Ryan Hurd, Maren Morris",2021
62,The Good Ones,Gabby Barrett,2021
63,Leave Before You Love Me,"Marshmello, Jonas Brothers",2021
64,Glad You Exist,Dan + Shay,2021
65,Lonely,"Justin Bieber, Benny Blanco",2021
66,Beggin',Måneskin,2021
67,Streets,Doja Cat,2021
68,What's Next,Drake,2021
69,Famous Friends,"Chris Young, Kane Brown",2021
70,Lil Bit,"Nelly, Florida Georgia Line",2021
71,Thot Shit,Megan Thee Stallion,2021
72,Late at Night,Roddy Ricch,2021
73,Kings & Queens,Ava Max,2021
74,Anyone,Justin Bieber,2021
75,Track Star,Mooski,2021
76,Time Today,Moneybagg Yo,2021
77,Cry Baby,"Megan Thee Stallion, DaBaby",2021
78,All I Want for Christmas Is You,Mariah Carey,2021
79,No More Parties,"Coi Leray, Lil Durk",2021
80,What's Your Country Song,Thomas Rhett,2021
81,One Too Many,"Keith Urban, Pink",2021
82,Arcade,Duncan Laurence,2021
83,Yonaguni,Bad Bunny,2021
84,Good Time,Niko Moon,2021
85,If I Didn't Love You,"Jason Aldean, Carrie Underwood",2021
86,Knife Talk,"Drake, 21 Savage, Project Pat",2021
87,POV,Ariana Grande,2021
88,Just the Way,"Parmalee, Blanco Brown",2021
89,Take My Breath,The Weeknd,2021
90,We're Good,Dua Lipa,2021
91,Hell of a View,Eric Church,2021
92,Rockin' Around the Christmas Tree,Brenda Lee,2021
93,Put Your Records On,Ritt Momney,2021
94,Happier Than Ever,Billie Eilish,2021
95,Single Saturday Night,Cole Swindell,2021
96,Things a Man Oughta Know,Lainey Wilson,2021
97,Throat Baby (Go Baby),BRS Kash,2021
98,Tombstone,Rod Wave,2021
99,Drinkin' Beer. Talkin' God. Amen.,"Chase Rice, Florida Georgia Line",2021
100,Todo de Ti,Rauw Alejandro,2021
