rank,song_title,artist,year
1,Last Night,Morgan Wallen,2023
2,Flowers,Miley Cyrus,2023
3,Kill Bill,SZA,2023
4,Anti-Hero,Taylor Swift,2023
6,Calm Down,"Rema, Selena Gomez",2023
7,Die for You,"The Weeknd, Ariana Grande",2023
8,Fast Car,Luke Combs,2023
9,Snooze,SZA,2023
10,I'm Good (Blue),"David Guetta, Bebe Rexha",2023
11,Unholy,"Sam Smith, Kim Petras",2023
12,You Proof,Morgan Wallen,2023
13,Something in the Orange,Zach Bryan,2023
14,Rich Flex,"Drake, 21 Savage",2023
15,As It Was,Harry Styles,2023
16,Rock and a Hard Place,Bailey Zimmerman,2023
17,Under the Influence,Chris Brown,2023
18,Cruel Summer,Taylor Swift,2023
19,Thinkin' Bout Me,Morgan Wallen,2023
20,Boy's a Liar Pt. 2,"PinkPantheress, Ice Spice",2023
21,Favorite Song,Toosii,2023
22,Thought You Should Know,Morgan Wallen,2023
23,Thank God,"Kane Brown, Katelyn Brown",2023
24,Sure Thing,Miguel,2023
25,All My Life,"Lil Durk, J. Cole",2023
26,Ella Baila Sola,"Eslabon Armado, Peso Pluma",2023
27,Karma,"Taylor Swift, Ice Spice",2023
28,Just Wanna Rock,Lil Uzi Vert,2023
29,Cuff It,Beyoncé,2023
30,Vampire,Olivia Rodrigo,2023
31,FukUMean,Gunna,2023
32,Lavender Haze,Taylor Swift,2023
33,Players,Coi Leray,2023
34,Need a Favor,Jelly Roll,2023
35,Dance the Night,Dua Lipa,2023
36,Love You Anyway,Luke Combs,2023
37,One Thing at a Time,Morgan Wallen,2023
38,Superhero (Heroes & Villains),"Metro Boomin, Future, Chris Brown",2023
39,Bad Habit,Steve Lacy,2023
40,La Bebé,"Yng Lvcas, Peso Pluma",2023
41,Golden Hour,Jvke,2023
42,Religiously,Bailey Zimmerman,2023
43,Spin Bout U,"Drake, 21 Savage",2023
44,Cupid,Fifty Fifty,2023
45,Search & Rescue,Drake,2023
46,Barbie World,"Nicki Minaj, Ice Spice, Aqua",2023
47,Next Thing You Know,Jordan Davis,2023
48,Escapism,"Raye, 070 Shake",2023
49,Un x100to,"Grupo Frontera, Bad Bunny",2023
50,Until I Found You,Stephen Sanchez,2023
51,Shirt,SZA,2023
52,Paint the Town Red,Doja Cat,2023
53,Made You Look,Meghan Trainor,2023
54,Wait in the Truck,"Hardy, Lainey Wilson",2023
55,All I Want for Christmas Is You,Mariah Carey,2023
56,Everything I Love,Morgan Wallen,2023
57,Chemical,Post Malone,2023
58,Heart Like a Truck,Lainey Wilson,2023
59,"Going, Going, Gone",Luke Combs,2023
60,Rockin' Around the Christmas Tree,Brenda Lee,2023
61,Dancin' in the Country,Tyler Hubbard,2023
62,Daylight,David Kushner,2023
63,Lift Me Up,Rihanna,2023
64,Eyes Closed,Ed Sheeran,2023
65,TQG,"Karol G, Shakira",2023
66,Try That in a Small Town,Jason Aldean,2023
67,Tennessee Orange,Megan Moroney,2023
68,Jingle Bell Rock,Bobby Helms,2023
69,Princess Diana,"Ice Spice, Nicki Minaj",2023
70,Tomorrow 2,"GloRilla, Cardi B",2023
71,A Holly Jolly Christmas,Burl Ives,2023
72,Where She Goes,Bad Bunny,2023
73,Bebe Dame,"Fuerza Regida, Grupo Frontera",2023
74,I Remember Everything,"Zach Bryan, Kacey Musgraves",2023
75,I Like You (A Happier Song),"Post Malone, Doja Cat",2023
76,What It Is (Block Boy),"Doechii, Kodak Black",2023
77,Nobody Gets Me,SZA,2023
78,Rich Men North of Richmond,Oliver Anthony Music,2023
79,Super Freaky Girl,Nicki Minaj,2023
80,Dial Drunk,"Noah Kahan, Post Malone",2023
81,What Was I Made For?,Billie Eilish,2023
82,Seven,Latto,2023
83,Wait for U,"Future, Drake, Tems",2023
84,Last Christmas,Wham!,2023
85,Handle on You,Parker McCollum,2023
86,Por Las Noches,Peso Pluma,2023
87,Memory Lane,Old Dominion,2023
88,Area Codes,Kaliii,2023
89,Bury Me in Georgia,Kane Brown,2023
90,PRC,"Peso Pluma, Natanael Cano",2023
91,What My World Spins Around,Jordan Davis,2023
92,Ain't That Some,Morgan Wallen,2023
93,Wild as Her,Corey Kent,2023
94,Peaches & Eggplants,"Young Nudy, 21 Savage",2023
95,I Wrote the Book,Morgan Wallen,2023
96,"Bzrp Music Sessions, Vol. 53","Bizarrap, Shakira",2023
97,Meltdown,"Travis Scott, Drake",2023
98,Put It on da Floor Again,"Latto, Cardi B",2023
99,Bloody Mary,Lady Gaga,2023
100,Watermelon Moonshine,Lainey Wilson,2023
