rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre
15,Here Without You,3 Doors Down,[],2004,376f0fb3-1da4-42c5-bbcb-91d62d0cb78d,2386cd66-e923-4e8e-bf14-2eebe2e9b973,237000,"['rock', 'alternative']"
16,Slow Jamz,Twista & Kanye West & Jamie Foxx,[],2004,,,0,[]
17,Someday,Nickelback,[],2004,97f14d93-ce4d-4a80-a5be-0f9125688e4d,bc710bcf-8815-42cf-bad2-3f1d12246aeb,195000,"['rock', 'alternative']"
18,Naughty Girl,Beyoncé,[],2004,f848422b-bd77-4515-9442-df7135748ad5,859d0860-d480-4efd-970c-c05d5f1776b8,208000,"['rnb', 'pop']"
19,My Immortal,Evanescence,[],2004,,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,264000,['rock']
20,Sunshine,Lil' Flip,[],2004,2127cca0-eb92-4358-8ea5-56ae2b2bfeed,,225000,[]
21,Dirt Off Your Shoulder,Jay-Z,[],2004,5240dc77-2613-4146-8b7c-d09fa8bfaa84,,244000,[]
22,Move Ya Body,Nina Sky,[],2004,,d06d5f9c-b047-4035-80b4-d4fbd79c93ed,226000,[]
23,Dip It Low,Christina Milian,[],2004,,78e98e0e-f873-4e5e-b4b7-88b7293fd713,197000,[]
24,My Boo,Usher & Alicia Keys,[],2004,077ac12a-faa1-365b-8ec8-43ed1b74ae46,3414d446-735a-443c-931f-10634f57e5b9,222000,"['rnb', 'soul']"
25,One Call Away,Chingy & J-Weav,[],2004,fbcc6152-eae8-4e06-8fa8-bfa05019a95e,2c311e1d-5da3-4ffb-a46e-572981b5849f,257000,[]
26,"Me, Myself and I",Beyoncé,[],2004,446028c6-591a-4c1e-ac2b-d0a27d8d7013,859d0860-d480-4efd-970c-c05d5f1776b8,214000,"['rnb', 'pop', 'soul']"
27,Turn Me On,Kevin Lyttle & Spragga Benz,[],2004,5cf51bea-b370-4887-85ca-362064f18cd6,94cb9444-aa8e-43cf-9816-839d90023a44,192000,[]
28,The First Cut Is the Deepest,Sheryl Crow,[],2004,e9db2a4c-3ee6-4dda-90aa-234a1f7cab03,80ccfede-c258-4575-a7ad-c982e9932e0f,321000,[]
29,You Don't Know My Name,Alicia Keys,[],2004,05a22a40-a2b3-445f-9573-6ac88d0b844e,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,335000,"['soul', 'rnb']"
30,My Place,Nelly & Jaheim,[],2004,8dc022d9-a8df-40fc-95a5-68b611aea571,811900b2-68fc-4d41-8bad-69b7a1f4d628,272000,[]
31,Overnight Celebrity,Twista,[],2004,2044151b-5ede-4822-a2ac-7b337f981cf2,0bc858a1-3573-4216-9423-c96dd8c72919,200000,[]
32,Hotel,Cassidy & R. Kelly,[],2004,08bca8e9-c2a6-4edb-92fa-4498a4bb5649,32090ac9-6e46-47c5-b9ce-69c504a4a7bc,247000,[]
33,Numb,Linkin Park,[],2004,468ba3ac-5255-4c18-970e-59d890765bd9,f59c5520-5f46-4d2c-b2c4-822eabf53419,187000,"['rock', 'alternative']"
34,Diary,Alicia Keys & Tony! Toni! Toné!,[],2004,20aac849-1acd-45e4-a0b3-8e12c7dc4c31,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,284000,[]
35,She Will Be Loved,Maroon 5,[],2004,87980cb6-7052-40df-a018-15360d571db0,0ab49580-c84f-44d4-875f-d83760ea2cfe,257000,"['pop', 'rock', 'alternative']"
36,White Flag,Dido,[],2004,9eaae601-9869-40ac-b477-40aedf033b2c,d1353a0c-26fb-4318-a116-defde9c7c9ad,241000,['pop']
37,Heaven,Los Lonely Boys,[],2004,0b94d028-c27b-4afb-873e-ee1aa9665c34,98fe243c-3685-4491-8135-edc713963be4,225000,[]
38,It's My Life,No Doubt,[],2004,3888b464-d8e6-4304-8e2e-719dca7eb4a8,fbd2a255-1d57-4d31-ac11-65b671c19958,226000,"['pop', 'rock', 'alternative']"
39,Pieces of Me,Ashlee Simpson,[],2004,eed35d20-bd7c-456e-b494-a9952ec61ef0,463c514e-c30d-4a2a-a87b-762535253a80,218000,[]
40,Leave (Get Out),JoJo,[],2004,,ed29398b-bbf3-42a0-8eff-8631509c271d,241000,[]
41,Milkshake,Kelis,[],2004,4b993f53-43e0-448a-8db2-882720505f63,1239d1bc-cc09-43e0-bcd0-374f60346138,184000,"['rnb', 'pop', 'dance']"
42,Splash Waterfalls,Ludacris,[],2004,09040978-f306-3993-831b-d1a7d6a3386f,0638ba22-040f-438d-83a5-9b670c4adaf5,290000,[]
43,Jesus Walks,Kanye West,[],2004,27325635-cc10-4a62-934b-66001cc95d9c,,191000,"['rap', 'hip hop']"
44,Locked Up,Akon & Styles P,[],2004,,,0,[]
45,Stand Up,Ludacris & Shawnna,[],2004,60662373-9b5d-4778-97ed-636c9d377ef4,,214000,[]
46,Suga Suga,Baby Bash & Frankie J,[],2004,,1fe6717a-73b5-4e70-82c5-6b83a08c997d,239000,"['rnb', 'hip hop']"
47,All Falls Down,Kanye West & Syleena Johnson,[],2004,76ba514e-5851-41c1-ac24-149bc44d751e,,224000,"['rap', 'hip hop']"
48,Toxic,Britney Spears,[],2004,1c70be4a-6bca-40f6-9911-4911f70f73ad,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,200000,"['pop', 'dance']"
49,Salt Shaker,Ying Yang Twins & Lil Jon & the East Side Boyz,[],2004,,,0,[]
50,With You,Jessica Simpson,[],2004,fbe92c82-0015-44fd-8fca-1d50eebfc40c,fe37acd4-893c-4b2c-8ad2-7fd394280354,192000,[]
51,Meant to Live,Switchfoot,[],2004,17e74d3c-9528-4973-a87a-bebaf6eebb56,ff865aa0-4603-4f79-ae8b-8735332e2cfa,209000,[]
52,I Like That,Houston & Chingy & Nate Dogg & I-20,[],2004,,,0,[]
53,Sorry 2004,Ruben Studdard,[],2004,,5f5efe60-0461-4c3a-bad9-93d1eaa72da1,260000,[]
54,My Happy Ending,Avril Lavigne,[],2004,0e10789e-6103-4693-a379-72d013519f12,0103c1cc-4a09-4a5d-a344-56ad99a77193,242000,"['rock', 'pop']"
55,On Fire,Lloyd Banks,[],2004,3b6df40d-155d-48fb-af64-29637495469c,8a6ccf62-b8fa-46d7-87df-f2dd14e6280d,186000,[]
56,Roses,OutKast,[],2004,817a4f47-9355-3db5-b3b3-b5162dba91ec,73fdb566-a9b1-494c-9f32-51768ec9fd27,253000,"['hip hop', 'funk', 'rap']"
57,Walked Outta Heaven,Jagged Edge,[],2004,23437e3b-bd4b-31fa-a3f9-049b08a85cc9,8b4d99eb-7a54-4648-b299-8e1564d11385,229000,[]
58,Lose My Breath,Destiny's Child,[],2004,aa5408a3-bbdf-4f88-83d6-da0a4a261bdb,,238000,"['rnb', 'pop', 'dance']"
59,My Band,D12,[],2004,11ee8f63-39e2-3fa6-bbd8-63e163b2446c,9ab19acf-06d9-4c92-bd5a-8c945488d45b,298000,"['rap', 'hip hop']"
60,I'm Still in Love with You,Sean Paul & Sasha,[],2004,1b7a9e61-b71e-4fb4-ba62-81164cffcc04,c3da3346-2643-48a7-93cd-011f6834b3d7,273000,[]
61,Through the Wire,Kanye West,[],2004,7491ad9e-edc9-47cd-861f-4febd9178da8,,221000,"['hip hop', 'rap', 'rnb']"
62,Why?,Jadakiss & Anthony Hamilton,[],2004,221257de-4944-34d3-8961-bb5ad05c0cd9,83735edd-f2a3-41d0-a31d-652bc3cadb3e,239000,[]
63,Fuck It (I Don't Want You Back),Eamon,[],2004,03dec4a5-e0a2-4362-98f1-921e863fe0b8,d791111a-9fcc-4ebe-bb16-b785719a642b,354000,[]
64,Read Your Mind,Avant,[],2004,356779e6-d6ba-364b-bb33-6a0a3ce1b0e9,6255c59a-de38-44de-b966-a3c4686f9941,263000,[]
65,Game Over (Flip),Lil' Flip,[],2004,99b3ce34-fabb-48e7-9cb3-9068d97a65e9,,216000,[]
66,One Thing,Finger Eleven,[],2004,b00a91d5-4ded-4f3c-9e4f-0ce19f9983b5,0b76f632-25fa-4681-9862-86499c28afd3,272000,[]
67,Headsprung,LL Cool J,[],2004,f3293d99-4058-4e96-a966-f5780f297bb2,a4dd0e77-83b8-4e92-89b7-effb0e47fd8c,267000,[]
68,Damn!,YoungBloodZ & Lil Jon,[],2004,15826e8b-42e8-345e-9fa0-03654c89a01d,,135000,[]
69,Baby Boy,Beyoncé & Sean Paul,[],2004,13b37a9a-f292-4b57-85ea-8a8a693f0ded,859d0860-d480-4efd-970c-c05d5f1776b8,204000,[]
70,Get Low,Lil Jon & the East Side Boyz & Ying Yang Twins,[],2004,,,0,[]
71,Drop It Like It's Hot,Snoop Dogg & Pharrell,[],2004,,f90e8b26-9e52-4669-a5c9-e28529c47894,266000,"['rap', 'hip hop']"
72,U Should've Known Better,Monica,[],2004,,af84073d-3b6d-4390-9d3f-bf65a91c824f,257000,[]
73,On the Way Down,Ryan Cabrera,[],2004,94157b5c-718f-443d-9cb0-899ffa8635ba,a78276fb-18f7-43be-8b73-5a5bc690ca54,212000,[]
74,Breakaway,Kelly Clarkson,[],2004,,d339efbb-77b9-4147-ba9e-59f2f24550b2,237000,"['pop', 'rock']"
75,Why Don't You & I,Santana & Alex Band & Chad Kroeger,[],2004,,,,[]
76,Are You Gonna Be My Girl,Jet,[],2004,,4efa55ba-93cf-497f-baf3-2ca9da7e193e,215000,"['rock', 'alternative', 'indie']"
77,100 Years,Five for Fighting,[],2004,12cb1419-b533-3fef-bd90-b892bc4ab5fb,23eeaeaf-423d-4859-8c91-2175ece74287,245000,[]
78,Step in the Name of Love,R. Kelly,[],2004,0a018eb4-118d-447a-a8ec-8c0cd134ef8b,c2d25856-a09a-4d15-b404-77dd19c19e63,307000,[]
79,Breaking the Habit,Linkin Park,[],2004,318b1ed0-df5b-471f-842b-cf63aee4b1e1,f59c5520-5f46-4d2c-b2c4-822eabf53419,204000,"['rock', 'alternative']"
80,Gigolo,Nick Cannon & R. Kelly,[],2004,6bfd24e5-adab-41db-9b3c-3c363028881e,d6215935-98cf-464d-93bb-cc5fd58518bd,237000,[]
81,Live Like You Were Dying,Tim McGraw,[],2004,39b424c8-e264-4eb0-86fb-0e0f90e62f72,7e5cfc9a-e9e1-46f1-b81a-861b12049488,297000,[]
82,Remember When,Alan Jackson,[],2004,624d4793-ddc6-4ec9-9857-7e2108bdfd1f,7291957b-c463-4275-a41c-a104c9e2337f,271000,[]
83,Everytime,Britney Spears,[],2004,,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,222000,[]
84,Southside,Lloyd & Ashanti,[],2004,,e9296a90-9c59-4657-9165-1f1b5319de00,279000,[]
85,Dude,Beenie Man & Ms. Thing,[],2004,e6c1f5aa-3bca-4c36-ab01-12a79a2048a7,,251000,[]
86,Wanna Get to Know You,G-Unit & Joe,[],2004,,,65000,[]
87,Holidae In,Chingy & Ludacris & Snoop Dogg,[],2004,,,0,[]
88,Let's Get It Started,The Black Eyed Peas,[],2004,81bde69d-777d-453f-8ab4-148a485fc749,d5be5333-4171-427e-8e12-732087c6b78e,219000,[]
89,When the Sun Goes Down,Kenny Chesney & Uncle Kracker,[],2004,,,0,[]
90,American Soldier,Toby Keith,[],2004,7a3d2407-d538-35d3-a0f9-607921a75f1e,2f951906-5629-4fef-a260-5033151c162a,260000,[]
91,Change Clothes,Jay-Z,[],2004,a981ad87-ea60-4649-b2ba-895e78f204ff,,257000,[]
92,Don't Tell Me,Avril Lavigne,[],2004,67641b6e-01ec-3217-b226-50453ff300e7,0103c1cc-4a09-4a5d-a344-56ad99a77193,203000,[]
93,You'll Think of Me,Keith Urban,[],2004,3168812a-10e4-4660-8c31-108fc4fdcc49,f45da029-7b00-4bf3-962c-0eeb20309cc4,293000,[]
94,Happy People,R. Kelly,[],2004,cb27faf7-3a04-47d8-8e7b-352e47dc09ae,c2d25856-a09a-4d15-b404-77dd19c19e63,299000,[]
95,Hey Mama,The Black Eyed Peas,[],2004,f9076ec3-eb0d-45b4-a043-7cfb8bb68cab,d5be5333-4171-427e-8e12-732087c6b78e,214000,[]
96,Over and Over,Nelly & Tim McGraw,[],2004,0503fcee-8bbb-4c0a-ae54-4b46805027e2,,256000,[]
97,Redneck Woman,Gretchen Wilson,[],2004,,11d9fc14-e6ac-4c50-81e7-062dd82566ce,220000,[]
98,Just Lose It,Eminem,[],2004,4703530f-15b4-4be8-a926-d7080b8be20c,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,238000,[]
99,Letters from Home,John Michael Montgomery,[],2004,,9647191b-5891-4885-bccc-f6bb9b200a6d,267000,[]
100,I Go Back,Kenny Chesney,[],2004,28a04f84-1445-3729-a209-7786db06ad64,5dca4d22-d6c8-4e70-8ca1-4543e43353c7,240000,[]
