rank,song_title,artist,year
1,Happy,Pharrell Williams,2014
2,All About That Bass,Meghan Trainor,2014
3,Shake it Off,Taylor Swift,2014
4,Geronimo,Sheppard,2014
5,Que Sera,Justice Crew,2014
6,Chandelier,Sia,2014
7,Thinking Out Loud,Ed Sheeran,2014
8,Stay With Me,Sam Smith,2014
9,Freaks {Remix},Timmy Trumpet and Savage,2014
10,Ugly Heart,G.R.L.,2014
11,All of Me,John Legend,2014
12,Fancy,Iggy Azalea feat. Charli XCX,2014
13,Say Something,A Great Big World \& Christina Aguilera,2014
14,Rather Be,Clean Bandit feat. Jess Glynne,2014
15,Stolen Dance,Milky Chance,2014
16,Am I Wrong,Nico \& Vinz,2014
17,Only Love Can Hurt Like This,Paloma Faith,2014
18,Problem,Ariana Grande feat. Iggy Azalea,2014
19,Budapest,George Ezra,2014
20,She Looks So Perfect,5 Seconds of Summer,2014
21,Waves (Robin Schulz Remix),Mr. Probz,2014
22,You Ruin Me,The Veronicas,2014
23,Swing,Joel Fletcher \& Savage,2014
24,We Are Done,The Madden Brothers,2014
25,Let it Go,Idina Menzel,2014
26,Jubel,Klingande,2014
27,Free,Rudimental feat. Emeli Sande,2014
28,Blank Space,Taylor Swift,2014
29,Uptown Funk,Mark Ronson feat. Bruno Mars,2014
30,Bang Bang,"Jessie J, Ariana Grande \& Nicki Minaj",2014
31,Ghost,Ella Henderson,2014
32,Faded,Zhu,2014
33,Sing,Ed Sheeran,2014
34,Brave,Sara Bareilles,2014
35,High,Peking Duk,2014
36,Magic,Coldplay,2014
37,Trumpets,Jason Derulo,2014
38,Stay High (Habits Remix),Tove Lo feat. Hippie Sabotage,2014
39,Break Free,Ariana Grande feat. Zedd,2014
40,Rude,Magic!,2014
41,Addicted to You,Avicii,2014
42,Don't,Ed Sheeran,2014
43,Prayer in C (Robin Schulz Remix),Lilly Wood \& The Prick,2014
44,Strong,London Grammar,2014
45,Summer,Calvin Harris,2014
46,I'm Ready,AJR,2014
47,Cosby Sweater,Hilltop Hoods,2014
48,New Thang,Redfoo,2014
49,Turn Down for What,DJ Snake and Lil Jon,2014
50,Cool Kids,Echosmith,2014
51,Amnesia,5 Seconds of Summer,2014
52,Undressed,Kim Cesarion,2014
53,Shot Me Down,David Guetta feat. Skylar Grey,2014
54,A Sky Full of Stars,Coldplay,2014
55,Riptide,Vance Joy,2014
56,I'm Not the Only One,Sam Smith,2014
57,Wiggle,Jason Derulo feat. Snoop Dogg,2014
58,Best Day of My Life,American Authors,2014
59,Bad,David Guetta \& Showtek feat. Vassy,2014
60,Roar,Katy Perry,2014
61,Timber,Pitbull feat. Kesha,2014
62,Anaconda,Nicki Minaj,2014
63,Shower,Becky G,2014
64,Lips Are Movin,Meghan Trainor,2014
65,The Man,Aloe Blacc,2014
66,Live Louder,Nathaniel Willemse,2014
67,Boom Clap,Charli XCX,2014
68,Superheroes,The Script,2014
69,Tightrope,Illy feat. Scarlett Stevens,2014
70,Black Widow,Iggy Azalea feat. Rita Ora,2014
71,Stand By You,Marlisa Punzalan,2014
72,The Monster,Eminem feat. Rihanna,2014
73,Blame,Calvin Harris feat. John Newman,2014
74,It's My Birthday,Will.i.am \& Cody Wise,2014
75,Never Be the Same,Jessica Mauboy,2014
76,I Will Never Let You Down,Rita Ora,2014
77,Steal My Girl,One Direction,2014
78,I See Fire,Ed Sheeran,2014
79,Hey Brother,Avicii,2014
80,Outside,Calvin Harris feat. Ellie Goulding,2014
81,Dangerous,David Guetta feat. Sam Martin,2014
82,I'm an Albatraoz,AronChupa,2014
83,"Royals {""The Love Club"" EP}",Lorde,2014
84,"The Love Club {""The Love Club"" EP}",Lorde,2014
85,Nobody to Love,Sigma,2014
86,Wild Wild Love,Pitbull feat. G.R.L.,2014
87,Take Me Home,Cash Cash feat. Bebe Rexha,2014
88,Another Man,Itch feat. Megan Joy,2014
89,Please Don't Say You Love Me,Gabrielle Aplin,2014
90,This is How We Do,Katy Perry,2014
91,Jump,Rihanna,2014
92,Take Me Over,Peking Duk feat. Safia,2014
93,The Power of Love,Gabrielle Aplin,2014
94,Tsunami (Jump),DVBBS \& Borgeous feat. Tinie Tempah,2014
95,Heroes (We Could Be),Alesso feat. Tove Lo,2014
96,God Only Knows,MKTO,2014
97,Replay,Zendaya,2014
98,Somebody to You,The Vamps feat. Demi Lovato,2014
99,Not a Bad Thing,Justin Timberlake,2014
100,Red Lights,Tiesto,2014
101,#Selfie,The Chainsmokers,2014
