rank,song_title,artist,year
1,Old Town Road,Lil Nas X,2019
2,Dance Monkey,Tones and I,2019
3,Bad Guy,Billie Eilish,2019
4,Sunflower,Post Malone \& Swae Lee,2019
5,Someone You Loved,Lewis Capaldi,2019
6,I Don't Care,Ed Sheeran \& Justin Bieber,2019
7,Wow,Post Malone,2019
8,Senorita,Shawn Mendes \& Camila Cabello,2019
9,Shallow,Lady Gaga \& Bradley Cooper,2019
10,7 Rings,Ariana Grande,2019
11,3 Nights,Dominic Fike,2019
12,Eastside,"Benny Blanco, Halsey \& Khalid",2019
13,Sucker,Jonas Brothers,2019
14,Beautiful People,Ed Sheeran feat. Khalid,2019
15,Sweet But Psycho,Ava Max,2019
16,Piece of Your Heart,Meduza feat. Goodboys,2019
17,Talk,Khalid,2019
18,Without Me,Halsey,2019
19,Dancing With a Stranger,Sam Smith \& Normani,2019
20,Circles,Post Malone,2019
21,Happier,Marshmello feat. Bastille,2019
22,Shotgun,George Ezra,2019
23,One Thing Right,Marshmello \& Kane Brown,2019
24,The Git Up,Blanco Brown,2019
25,Sicko Mode,Travis Scott,2019
26,Bury a Friend,Billie Eilish,2019
27,Be Alright,Dean Lewis,2019
28,Better,Khalid,2019
29,When the Party's Over,Billie Eilish,2019
30,Youngblood,5 Seconds of Summer,2019
31,Truth Hurts,Lizzo,2019
32,Johnny Run Away,Tones and I,2019
33,Body,Loud Luxury feat. Brando,2019
34,"Thank U, Next",Ariana Grande,2019
35,Goodbyes,Post Malone feat. Young Thug,2019
36,Choir,Guy Sebastian,2019
37,If I Can't Have You,Shawn Mendes,2019
38,Waiting,Kian,2019
39,Never Seen the Rain,Tones and I,2019
40,Woke Up Late,Drax Project feat. Hailee Steinfeld,2019
41,Nothing Breaks Like a Heart,Mark Ronson feat. Miley Cyrus,2019
42,I'm So Tired...,Lauv \& Troye Sivan,2019
43,Leave Me Lonely,Hilltop Hoods,2019
44,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019
45,7 Minutes,Dean Lewis,2019
46,Here With Me,Marshmello feat. Chvrches,2019
47,Lovely,Billie Eilish \& Khalid,2019
48,Good as Hell,Lizzo,2019
49,Ride It,Regard,2019
50,Don't Call Me Up,Mabel,2019
51,Memories,Maroon 5,2019
52,How Do You Sleep?,Sam Smith,2019
53,No Guidance,Chris Brown feat. Drake,2019
54,South of the Border,Ed Sheeran feat. Camila Cabello \& Cardi B,2019
55,Cross Me,Ed Sheeran feat. Chance the Rapper \& PnB Rock,2019
56,It's You,Ali Gatie,2019
57,Exit Sign,Hilltop Hoods feat. Illy \& Ecca Vandal,2019
58,Perfect,Ed Sheeran,2019
59,SOS,Avicii feat. Aloe Blacc,2019
60,Better Now,Post Malone,2019
61,You Need to Calm Down,Taylor Swift,2019
62,Walk Me Home,Pink,2019
63,Middle Child,J. Cole,2019
64,Confidence,Ocean Alley,2019
65,Who Do You Love,The Chainsmokers feat. 5 Seconds of Summer,2019
66,Bad Liar,Imagine Dragons,2019
67,Bohemian Rhapsody,Queen,2019
68,Me!,Taylor Swift feat. Brendon Urie,2019
69,Going Bad,Meek Mill feat. Drake,2019
70,Saturday Nights,Khalid,2019
71,High Hopes,Panic! at the Disco,2019
72,Money in the Grave,Drake feat. Rick Ross,2019
73,Girls Like You,Maroon 5 feat. Cardi B,2019
74,Good Lord,Birds of Tokyo,2019
75,Shape of You,Ed Sheeran,2019
76,Giant,Calvin Harris \& Rag'n'Bone Man,2019
77,Panini,Lil Nas X,2019
78,Never Really Over,Katy Perry,2019
79,Wish You Were Gay,Billie Eilish,2019
80,Rockstar,Post Malone feat. 21 Savage,2019
81,Mess Her Up,Amy Shark,2019
82,Higher Love,Kygo \& Whitney Houston,2019
83,I Fall Apart,Post Malone,2019
84,Love Someone,Lukas Graham,2019
85,Ransom,Lil Tecca,2019
86,Lalala,Y2K \& Bbnos,2019
87,Promises,Calvin Harris \& Sam Smith,2019
88,Close to Me,"Ellie Goulding, Diplo \& Swae Lee",2019
89,Easier,5 Seconds of Summer,2019
90,Lover,Taylor Swift,2019
91,Lucid Dreams,Juice Wrld,2019
92,Hot Girl Bummer,Blackbear,2019
93,2002,Anne-Marie,2019
94,"10,000 Hours",Dan + Shay \& Justin Bieber,2019
95,So Am I,Ava Max,2019
96,Let You Love Me,Rita Ora,2019
97,Rescue Me,OneRepublic,2019
98,Always Remember Us This Way,Lady Gaga,2019
99,In My Mind,Dynoro \& Gigi D'Agostino,2019
100,1999,Charli XCX \& Troye Sivan,2019
