rank,song_title,artist,year
1,As it Was,Harry Styles,2022
2,Heat Waves,Glass Animals,2022
3,Stay,The Kid Laroi \& Justin Bieber,2022
4,Cold Heart (Pnau Remix),Elton John \& Dua Lipa,2022
5,Bad Habits,Ed Sheeran,2022
6,Shivers,Ed Sheeran,2022
7,Where Are You Now,Lost Frequencies \& Calum Scott,2022
8,First Class,Jack Harlow,2022
9,I Ain't Worried,OneRepublic,2022
10,About Damn Time,Lizzo,2022
11,Running Up That Hill {Re-Entry},Kate Bush,2022
12,ABCDEFU,Gayle,2022
13,Ghost,Justin Bieber,2022
14,Levitating,Dua Lipa feat. DaBaby,2022
15,Save Your Tears,The Weeknd,2022
16,Industry Baby,Lil Nas X \& Jack Harlow,2022
17,Easy on Me,Adele,2022
18,Mr. Brightside {Re-Entry},The Killers,2022
19,Unholy,Sam Smith \& Kim Petras,2022
20,Big Energy,Latto,2022
21,Good 4 U,Olivia Rodrigo,2022
22,Enemy,Imagine Dragons \& JID,2022
23,That's What I Want,Lil Nas X,2022
24,Bad Habit,Steve Lacy,2022
25,I'm Good (Blue),David Guetta \& Bebe Rexha,2022
26,Glimpse of Us,Joji,2022
27,I Like You (A Happier Song),Post Malone feat. Doja Cat,2022
28,Down Under,Luude feat. Colin Hay,2022
29,Blinding Lights,The Weeknd,2022
30,Sunroof,Nicky Youre \& Dazy,2022
31,Thousand Miles,The Kid Laroi,2022
32,Happier Than Ever,Billie Eilish,2022
33,Vegas,Doja Cat,2022
34,Kiss Me More,Doja Cat feat. SZA,2022
35,Dreams {Re-Entry},Fleetwood Mac,2022
36,Do it to It,Acraze feat. Cherish,2022
37,Late Night Talking,Harry Styles,2022
38,We Don't Talk About Bruno,Encanto Cast,2022
39,She's All I Wanna Be,Tate McRae,2022
40,Lost {Re-Entry},Frank Ocean,2022
41,No Role Modelz {Released in 2015},J. Cole,2022
42,Woman,Doja Cat,2022
43,Anti-Hero,Taylor Swift,2022
44,Watermelon Sugar,Harry Styles,2022
45,Super Freaky Girl,Nicki Minaj,2022
46,Bam Bam,Camila Cabello feat. Ed Sheeran,2022
47,Following the Sun,Super-Hi \& Neeka,2022
48,Someone You Loved,Lewis Capaldi,2022
49,Perfect,Ed Sheeran,2022
50,B.O.T.A. (Baddest of Them All),Eliza Rose \& Interplanetary Criminal,2022
51,Sunflower,Post Malone \& Swae Lee,2022
52,Under the Influence {Released in 2019},Chris Brown,2022
53,The Motto,Tiesto \& Ava Max,2022
54,Another Love {Released in 2012},Tom Odell,2022
55,Wait for U,Future feat. Drake \& Tems,2022
56,Without Me {Re-Entry},Eminem,2022
57,Missing Piece,Vance Joy,2022
58,Iris {Re-Entry},Goo Goo Dolls,2022
59,Drivers License,Olivia Rodrigo,2022
60,Dance Monkey,Tones and I,2022
61,Middle of the Night,Elley Duhe,2022
62,Without You,The Kid Laroi,2022
63,Fingers Crossed,Lauren Spencer-Smith,2022
64,Jimmy Cooks,Drake feat. 21 Savage,2022
65,Doja,Central Cee,2022
66,Something in the Orange,Zach Bryan,2022
67,Love Tonight (David Guetta Remix),Shouse,2022
68,Shallow,Lady Gaga \& Bradley Cooper,2022
69,Starlight,Dave,2022
70,Don't Start Now,Dua Lipa,2022
71,Can't Hold Us {Re-Entry},Macklemore \& Ryan Lewis feat. Ray Dalton,2022
72,One Right Now,Post Malone and The Weeknd,2022
73,Better Days,"Neiked, Mae Muller \& Polo G",2022
74,Shape of You,Ed Sheeran,2022
75,The Real Slim Shady {Re-Entry},Eminem,2022
76,Break My Soul,Beyonce,2022
77,Be Alright {Re-Entry},Dean Lewis,2022
78,Cuff It,Beyonce,2022
79,Circles,Post Malone,2022
80,Say You Won't Let Go,James Arthur,2022
81,Believer {Re-Entry},Imagine Dragons,2022
82,Wait a Minute! {Released in 2015},Willow,2022
83,Party in the U.S.A. {Re-Entry},Miley Cyrus,2022
84,Snap,Rosa Linn,2022
85,My Universe,Coldplay \& BTS,2022
86,Starboy {Re-Entry},The Weeknd feat. Daft Punk,2022
87,Sex on Fire {Re-Entry},Kings of Leon,2022
88,Light Switch,Charlie Puth,2022
89,Counting Stars {Re-Entry},OneRepublic,2022
90,Remember {Re-Entry},Becky Hill \& David Guetta,2022
91,Go Your Own Way {Re-Entry},Fleetwood Mac,2022
92,On My Knees,Rufus,2022
93,When it Rains it Pours {Released in 2017},Luke Combs,2022
94,Montero (Call Me By Your Name),Lil Nas X,2022
95,The Kind of Love We Make,Luke Combs,2022
96,Say Nothing,Flume feat. May-a,2022
97,Head \& Heart,Joel Corry feat. MNEK,2022
98,All Too Well (Taylor's Version),Taylor Swift,2022
99,2 Be Loved (Am I Ready),Lizzo,2022
100,Wake Me Up {Re-Entry},Avicii,2022
