rank,song_title,artist,year
1,Beautiful Things,Benson Boone,2024
2,A Bar Song (Tipsy),Shaboozey,2024
3,Espresso,Sabrina Carpenter,2024
4,Stick Season,Noah Kahan,2024
5,Lose Control,Teddy Swims,2024
6,Birds of a Feather,Billie Eilish,2024
7,I Had Some Help,Post Malone feat. Morgan Wallen,2024
8,Too Sweet,Hozier,2024
9,Cruel Summer {Re-Entry},Taylor Swift,2024
10,Million Dollar Baby,Tommy Richman,2024
11,I Remember Everything,Zach Bryan feat. Kacey Musgraves,2024
12,Austin,Dasha,2024
13,"Good Luck, Babe!",Chappell Roan,2024
14,Please Please Please,Sabrina Carpenter,2024
15,Something in the Orange,Zach Bryan,2024
16,Greedy,Tate McRae,2024
17,Lovin on Me,Jack Harlow,2024
18,Scared to Start,Michael Marcagi,2024
19,Prada,"Casso, Raye \& D-Block Europe",2024
20,Fortnight,Taylor Swift feat. Post Malone,2024
21,I Like the Way You Kiss Me,Artemas,2024
22,End of Beginning,Djo {Joe Keery},2024
23,Not Like Us,Kendrick Lamar,2024
24,Riptide {Re-Entry},Vance Joy,2024
25,Last Night,Morgan Wallen,2024
26,We Can't Be Friends (Wait for Your Love),Ariana Grande,2024
27,Stargazing,Myles Smith,2024
28,Taste,Sabrina Carpenter,2024
29,Stumblin' In,Cyril,2024
30,Fast Car,Luke Combs,2024
31,Die With a Smile,Lady Gaga \& Bruno Mars,2024
32,Houdini,Eminem,2024
33,Slow it Down,Benson Boone,2024
34,Mr. Brightside {Re-Entry},The Killers,2024
35,Texas Hold 'Em,Beyonce,2024
36,Dreams {Re-Entry},Fleetwood Mac,2024
37,Iris {Re-Entry},Goo Goo Dolls,2024
38,Water,Tyla,2024
39,Flowers,Miley Cyrus,2024
40,Unwritten {Re-Entry},Natasha Bedingfield,2024
41,Paint the Town Red,Doja Cat,2024
42,Pink Skies,Zach Bryan,2024
43,Saturn,SZA,2024
44,Lunch,Billie Eilish,2024
45,Thinkin' Bout Me,Morgan Wallen,2024
46,Feather,Sabrina Carpenter,2024
47,Snooze,SZA,2024
48,Belong Together,Mark Ambor,2024
49,I Can Do it With a Broken Heart,Taylor Swift,2024
50,Saving Up,Dom Dolla,2024
51,One of the Girls,"The Weeknd, Jennie \& Lily-Rose Depp",2024
52,Anti-Hero,Taylor Swift,2024
53,Houdini,Dua Lipa,2024
54,When it Rains it Pours {Re-Entry},Luke Combs,2024
55,Strangers,Kenya Grace,2024
56,Someone You Loved,Lewis Capaldi,2024
57,Take Me to Church {Re-Entry},Hozier,2024
58,Apt,Rose \& Bruno Mars,2024
59,Exes,Tate McRae,2024
60,I Ain't Worried,OneRepublic,2024
61,Fein {Re-Entry},Travis Scott feat. Playboi Carti,2024
62,Vampire,Olivia Rodrigo,2024
63,Sex on Fire {Re-Entry},Kings of Leon,2024
64,As it Was,Harry Styles,2024
65,Heat Waves,Glass Animals,2024
66,Save Your Tears,The Weeknd,2024
67,Murder on the Dancefloor {Re-Entry},Sophie Ellis-Bextor,2024
68,Where the Wild Things Are,Luke Combs,2024
69,Kill Bill,SZA,2024
70,Wildflower,Billie Eilish,2024
71,Viva La Vida {Re-Entry},Coldplay,2024
72,Don't Stop Believin' {Re-Entry},Journey,2024
73,Leavemealone,Fred Again \& Baby Keem,2024
74,All the Stars {Re-Entry},Kendrick Lamar \& SZA,2024
75,Blinding Lights,The Weeknd,2024
76,Home,Good Neighbours,2024
77,Sunflower,Post Malone \& Swae Lee,2024
78,Yellow {Re-Entry},Coldplay,2024
79,Like That,"Future, Metro Boomin \& Kendrick Lamar",2024
80,Beautiful Crazy {Re-Entry},Luke Combs,2024
81,Lover {Re-Entry},Taylor Swift,2024
82,Popular,"The Weeknd, Playboi Carti \& Madonna",2024
83,Another Love {Released in 2012},Tom Odell,2024
84,Nights Like This,The Kid Laroi,2024
85,Cold Heart (Pnau Remix),Elton John \& Dua Lipa,2024
86,"I Love You, I'm Sorry",Gracie Abrams,2024
87,Sweater Weather {Released in 2012},The Neighbourhood,2024
88,Tennessee Whiskey {Re-Entry},Chris Stapleton,2024
89,What Was I Made For?,Billie Eilish,2024
90,July {Re-Entry},Noah Cyrus,2024
91,Something Just Like This {Re-Entry},The Chainsmokers \& Coldplay,2024
92,That's So True,Gracie Abrams,2024
93,Daylight,David Kushner,2024
94,Dance the Night,Dua Lipa,2024
95,Have You Ever Seen the Rain {Re-Entry},Creedence Clearwater Revival,2024
96,Stay,The Kid Laroi \& Justin Bieber,2024
97,Nonsense {Re-Entry},Sabrina Carpenter,2024
98,Carnival,Kanye West \& Ty Dolla Sign,2024
99,Hot to Go!,Chappell Roan,2024
100,Guess,Charli XCX feat. Billie Eilish,2024
