rank,song_title,artist,year
1,Ordinary,Alex Warren,2025
2,Golden,"Huntr/x, Ejae, Audrey Nuna, Rei Ami \& KPop Demon Hunters Cast",2025
3,Apt,Rose \& Bruno Mars,2025
4,That's So True,Gracie Abrams,2025
5,Die With a Smile,Lady Gaga \& Bruno Mars,2025
6,Birds of a Feather,Billie Eilish,2025
7,Beautiful Things,Benson Boone,2025
8,Messy,Lola Young,2025
9,A Bar Song (Tipsy),Shaboozey,2025
10,The Days (Notion Remix),Chrystal,2025
11,Love Me Not,Ravyn Lenae,2025
12,Back to Friends,Sombr,2025
13,Luther,Kendrick Lamar \& SZA,2025
14,Undressed,Sombr,2025
15,Man I Need,Olivia Dean,2025
16,I Had Some Help,Post Malone feat. Morgan Wallen,2025
17,No Broke Boys,Disco Lines \& Tinashe,2025
18,"Good Luck, Babe!",Chappell Roan,2025
19,Espresso,Sabrina Carpenter,2025
20,Pink Pony Club {Released in 2020},Chappell Roan,2025
21,Sailor Song,Gigi Perez,2025
22,Sports Car,Tate McRae,2025
23,Taste,Sabrina Carpenter,2025
24,Lose Control,Teddy Swims,2025
25,Not Like Us,Kendrick Lamar,2025
26,Bad Dreams,Teddy Swims,2025
27,The Fate of Ophelia,Taylor Swift,2025
28,Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, Samuil Lee \& KPop Demon Hunters Cast",2025
29,Carry You Home,Alex Warren,2025
30,Too Sweet,Hozier,2025
31,Timeless,The Weeknd \& Playboi Carti,2025
32,Stargazing,Myles Smith,2025
33,Wildflower,Billie Eilish,2025
34,Daisies,Justin Bieber,2025
35,Nokia,Drake,2025
36,Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, Samuil Lee \& KPop Demon Hunters Cast",2025
37,Indigo,Sam Barber feat. Avery Anna,2025
38,Manchild,Sabrina Carpenter,2025
39,Iris {Re-Entry},Goo Goo Dolls,2025
40,"I Love You, I'm Sorry",Gracie Abrams,2025
41,Pink Skies,Zach Bryan,2025
42,The Door,Teddy Swims,2025
43,Ain't No Love in Oklahoma,Luke Combs,2025
44,Dreams {Re-Entry},Fleetwood Mac,2025
45,All the Stars {Re-Entry},Kendrick Lamar \& SZA,2025
46,How it's Done,"Huntr/x, Ejae, Audrey Nuna, Rei Ami \& KPop Demon Hunters Cast",2025
47,Austin,Dasha,2025
48,Victory Lap,"Fred Again, Skepta \& PlaqueBoyMax",2025
49,Nice to Each Other,Olivia Dean,2025
50,What it Sounds Like,"Huntr/x, Ejae, Audrey Nuna, Rei Ami \& KPop Demon Hunters Cast",2025
51,Kisses,BL3SS \& CamrinWatsin feat. Bbyclose,2025
52,12 to 12,Sombr,2025
53,Please Please Please,Sabrina Carpenter,2025
54,Just Keep Watching,Tate McRae,2025
55,Slow it Down,Benson Boone,2025
56,Revolving Door,Tate McRae,2025
57,Mutt,Leon Thomas,2025
58,Something in the Orange,Zach Bryan,2025
59,I Remember Everything,Zach Bryan feat. Kacey Musgraves,2025
60,TV Off,Kendrick Lamar feat. Lefty Gunplay,2025
61,No One Noticed,The Marias,2025
62,Somedays,"Sonny Fodera, Jazzy \& D.O.D",2025
63,Abracadabra,Lady Gaga,2025
64,Anxiety {Re-Recorded},Doechii,2025
65,Mr. Brightside {Re-Entry},The Killers,2025
66,I'm the Problem,Morgan Wallen,2025
67,Free,"Rumi, Jinu, Ejae, Andrew Choi \& KPop Demon Hunters Cast",2025
68,Riptide {Re-Entry},Vance Joy,2025
69,Stick Season,Noah Kahan,2025
70,Where the Wild Things Are {Re-Entry},Luke Combs,2025
71,We Can't Be Friends (Wait for Your Love),Ariana Grande,2025
72,Good News,Shaboozey,2025
73,Guess,Charli XCX feat. Billie Eilish,2025
74,Diet Pepsi,Addison Rae,2025
75,Takedown,"Huntr/x, Ejae, Audrey Nuna, Rei Ami \& KPop Demon Hunters Cast",2025
76,Denial is a River,Doechii,2025
77,Burning Down {Re-Entry},Alex Warren,2025
78,Opalite,Taylor Swift,2025
79,Sorry I'm Here for Someone Else,Benson Boone,2025
80,Mystical Magical,Benson Boone,2025
81,When it Rains it Pours {Re-Entry},Luke Combs,2025
82,Bed Chem,Sabrina Carpenter,2025
83,What I Want,Morgan Wallen feat. Tate McRae,2025
84,Fast Car,Luke Combs,2025
85,Azizam,Ed Sheeran,2025
86,Nice to Meet You,Myles Smith,2025
87,It's OK I'm OK,Tate McRae,2025
88,Yellow {Re-Entry},Coldplay,2025
89,Greedy,Tate McRae,2025
90,Love Somebody,Morgan Wallen,2025
91,Linger (SiriusXM Session),Royel Otis,2025
92,Chihiro {Re-Entry},Billie Eilish,2025
93,Stumblin' In,Cyril,2025
94,Take Me to Church {Re-Entry},Hozier,2025
95,Don't Stop Believin' {Re-Entry},Journey,2025
96,Miles on It,Marshmello \& Kane Brown,2025
97,Cruel Summer {Re-Entry},Taylor Swift,2025
98,Don't Dream it's Over {Re-Entry},Crowded House,2025
99,Bloodline,Alex Warren with Jelly Roll,2025
100,Million Dollar Baby,Tommy Richman,2025
