rank,song_title,artist,year
1,The Prayer,Anthony Callea,2005
2,Don't Cha,The Pussycat Dolls feat. Busta Rhymes,2005
3,Lonely,Akon,2005
4,Axel F,Crazy Frog,2005
5,Over and Over,Nelly feat. Tim McGraw,2005
6,Switch,Will Smith,2005
7,Let Me Love You,Mario,2005
8,Nasty Girl,Nitty,2005
9,Feel Good Inc,Gorillaz,2005
10,Don't Phunk With My Heart,Black Eyed Peas,2005
11,You're Beautiful,James Blunt,2005
12,Ghetto Gospel,2Pac,2005
13,"1, 2 Step",Ciara feat. Missy Elliott,2005
14,Almost Here,Delta Goodrem \& Brian McFadden,2005
15,4ever,The Veronicas,2005
16,These Boots Are Made for Walkin',Jessica Simpson,2005
17,We Belong Together,Mariah Carey,2005
18,Bad Day,Daniel Powter,2005
19,Beautiful Soul,Jesse McCartney,2005
20,Voodoo Child,Rogue Traders,2005
21,Hollaback Girl,Gwen Stefani,2005
22,Since U Been Gone,Kelly Clarkson,2005
23,Lonely No More,Rob Thomas,2005
24,Candy Shop,50 Cent feat. Olivia,2005
25,Incomplete,Backstreet Boys,2005
26,Rich Girl,Gwen Stefani feat. Eve,2005
27,Das Kleine Krokodil,Schnappi,2005
28,The Special Two,Missy Higgins,2005
29,Get Right,Jennifer Lopez,2005
30,Numb/Encore,Jay-Z \& Linkin Park,2005
31,Boulevard of Broken Dreams,Green Day,2005
32,Obsession (No Es Amor),Frankie J feat. Baby Bash,2005
33,Gold Digger,Kanye West feat. Jamie Foxx,2005
34,Rain,Anthony Callea,2005
35,Shine,Shannon Noll,2005
36,Drop it Like it's Hot,Snoop Dogg feat. Pharrell,2005
37,Signs,Snoop Dogg feat. Charlie Wilson and Justin Timberlake,2005
38,Stop the Music,P-Money \& Scribe,2005
39,Pon De Replay,Rihanna,2005
40,What You Waiting For?,Gwen Stefani,2005
41,Lose Control,Missy Elliott feat. Ciara \& Fatman Scoop,2005
42,Wonderful,Ja Rule feat. R. Kelly \& Ashanti,2005
43,C'mon Aussie C'mon,Shannon Noll,2005
44,My Humps,Black Eyed Peas,2005
45,Photograph,Nickelback,2005
46,Untitled (How Could This Happen to Me?),Simple Plan,2005
47,"Evie Parts 1, 2 \& 3",The Wrights,2005
48,Don't Lie,Black Eyed Peas,2005
49,Hung Up,Madonna,2005
50,Soldier,Destiny's Child feat. T.I. and Lil Wayne,2005
51,Maybe Tonight,Kate DeAraugo,2005
52,I Just Wanna Live,Good Charlotte,2005
53,Girl,Destiny's Child,2005
54,La La,Ashlee Simpson,2005
55,I Like the Way,BodyRockers,2005
56,Underwear Goes Inside the Pants,Lazyboy,2005
57,Welcome to My Life,Simple Plan,2005
58,Lose My Breath,Destiny's Child,2005
59,These Kids,Joel Turner \& The Modern Day Poets,2005
60,It's Like That,Mariah Carey,2005
61,Oh,Ciara feat. Ludacris,2005
62,Shut Up!,Simple Plan,2005
63,Like Toy Soldiers,Eminem,2005
64,Dare,Gorillaz,2005
65,Rumors,Lindsay Lohan,2005
66,Tilt Ya Head Back,Nelly and Christina Aguilera,2005
67,Do Somethin',Britney Spears,2005
68,Have a Nice Day,Bon Jovi,2005
69,Ass Like That,Eminem,2005
70,Just a Lil Bit,50 Cent,2005
71,Push the Button,Sugababes,2005
72,Listen With Your Heart,Casey Donovan,2005
73,Mockingbird,Eminem,2005
74,Ten Days,Missy Higgins,2005
75,Hell No!,Ricki-Lee,2005
76,Way to Go!,Rogue Traders,2005
77,1 Thing,Amerie,2005
78,Pony,Kasey Chambers,2005
79,Popcorn,Crazy Frog,2005
80,Sunshine,Ricki-Lee,2005
81,Better Days,Pete Murray,2005
82,Flashdance,Deep Dish,2005
83,Midas Touch,Midnight Star,2005
84,Shake it Off,Mariah Carey,2005
85,Pointless Relationship,Tammin,2005
86,Hey Bitty,Nitty,2005
87,Wake Me Up When September Ends,Green Day,2005
88,Ooh Ahh,Tamara,2005
89,So Good,Bratz Rock Angelz,2005
90,Just Lose It,Eminem,2005
91,Tripping,Robbie Williams,2005
92,Caught Up,Usher,2005
93,Catch My Disease,Ben Lee,2005
94,Put Your Hands Up,Random,2005
95,Hate it or Love It,The Game feat. 50 Cent,2005
96,This is How a Heart Breaks,Rob Thomas,2005
97,She's No You,Jesse McCartney,2005
98,Whatever Will Be,Tammin,2005
99,N Dey Say,Nelly,2005
100,Wake Up,Hilary Duff,2005
