rank,song_title,artist,year
1,Heat Waves,Glass Animals,2021
2,Stay,The Kid Laroi \& Justin Bieber,2021
3,Drivers License,Olivia Rodrigo,2021
4,Without You,The Kid Laroi,2021
5,Levitating,Dua Lipa feat. DaBaby,2021
6,Good 4 U,Olivia Rodrigo,2021
7,Bad Habits,Ed Sheeran,2021
8,Save Your Tears,The Weeknd,2021
9,Kiss Me More,Doja Cat feat. SZA,2021
10,The Business,Tiesto,2021
11,Montero (Call Me By Your Name),Lil Nas X,2021
12,Astronaut in the Ocean,Masked Wolf,2021
13,Cold Heart (Pnau Remix),Elton John \& Dua Lipa,2021
14,Peaches,Justin Bieber feat. Daniel Caesar \& Giveon,2021
15,Mood,24kGoldn feat. Iann Dior,2021
16,Blinding Lights,The Weeknd,2021
17,Goosebumps (Remix),Travis Scott \& HVME,2021
18,Cover Me in Sunshine,Pink \& Willow Sage Hart,2021
19,Friday (Dopamine Re-Edit),Riton \& Nightcrawlers feat. Mufasa \& Hypeman,2021
20,Head \& Heart,Joel Corry feat. MNEK,2021
21,Beggin',Maneskin,2021
22,Dreams,Fleetwood Mac,2021
23,Industry Baby,Lil Nas X \& Jack Harlow,2021
24,Fly Away,Tones and I,2021
25,Body,Russ Millions \& Tion Wayne,2021
26,Deja Vu,Olivia Rodrigo,2021
27,You Broke Me First,Tate McRae,2021
28,So Done,The Kid Laroi,2021
29,Someone You Loved,Lewis Capaldi,2021
30,Anyone,Justin Bieber,2021
31,Watermelon Sugar,Harry Styles,2021
32,Shivers,Ed Sheeran,2021
33,Easy on Me,Adele,2021
34,Streets,Doja Cat,2021
35,Your Love (9PM),"ATB, Topic \& A7S",2021
36,Good Days,SZA,2021
37,Dance Monkey,Tones and I,2021
38,Calling My Phone,Lil Tjay feat. 6lack,2021
39,Happier Than Ever,Billie Eilish,2021
40,Leave the Door Open,Silk Sonic {Bruno Mars \& Anderson Paak},2021
41,Rapstar,Polo G,2021
42,Traitor,Olivia Rodrigo,2021
43,Missing Piece,Vance Joy,2021
44,Hold On,Justin Bieber,2021
45,Don't Start Now,Dua Lipa,2021
46,Up,Cardi B,2021
47,Bed,"Joel Corry, Raye \& David Guetta",2021
48,Paradise,Meduza feat. Dermot Kennedy,2021
49,WAP,Cardi B feat. Megan Thee Stallion,2021
50,Lemonade,Internet Money \& Gunna feat. Don Toliver \& Nav,2021
51,Mr. Brightside,The Killers,2021
52,Perfect,Ed Sheeran,2021
53,34+35,Ariana Grande,2021
54,Heartbreak Anniversary,Giveon,2021
55,Positions,Ariana Grande,2021
56,Roses (Imanbek Remix),Saint Jhn,2021
57,Need to Know,Doja Cat,2021
58,Holy,Justin Bieber feat. Chance the Rapper,2021
59,Little Bit of Love,Tom Grennan,2021
60,Lasting Lover,Sigala \& James Arthur,2021
61,What You Know Bout Love,Pop Smoke,2021
62,Booster Seat,Spacey Jane,2021
63,Afterglow,Ed Sheeran,2021
64,Rockstar,DaBaby feat. Roddy Ricch,2021
65,My Head \& My Heart,Ava Max,2021
66,Circles,Post Malone,2021
67,Sunflower,Post Malone \& Swae Lee,2021
68,Willow,Taylor Swift,2021
69,Shallow,Lady Gaga \& Bradley Cooper,2021
70,Martin \& Gina,Polo G,2021
71,Before You Go,Lewis Capaldi,2021
72,Whoopty,CJ,2021
73,Say You Won't Let Go,James Arthur,2021
74,Therefore I Am,Billie Eilish,2021
75,One Too Many,Keith Urban \& Pink,2021
76,Savage Love (Laxed - Siren Beat),Jawsh 685 \& Jason Derulo,2021
77,This City,Sam Fischer,2021
78,Dreams,Jolyon Petch,2021
79,Dynamite,BTS,2021
80,Be Alright,Dean Lewis,2021
81,Youngblood,5 Seconds of Summer,2021
82,Rasputin,Majestic \& Boney M.,2021
83,We're Good,Dua Lipa,2021
84,July,Noah Cyrus,2021
85,Leave Before You Love Me,Marshmello \& Jonas Brothers,2021
86,Best Friend,Saweetie feat. Doja Cat,2021
87,Send It!,Hooligan Hefs,2021
88,2055,Sleepy Hallow,2021
89,No Role Modelz,J. Cole,2021
90,Ride It,Regard,2021
91,Shape of You,Ed Sheeran,2021
92,Bad Guy,Billie Eilish,2021
93,Love Songs Ain't for Us,Amy Shark feat. Keith Urban,2021
94,Midnight Sky,Miley Cyrus,2021
95,What's Poppin,Jack Harlow,2021
96,Take You Dancing,Jason Derulo,2021
97,My Ex's Best Friend,Machine Gun Kelly \& Blackbear,2021
98,Memories,Maroon 5,2021
99,Breaking Me,Topic feat. A7S,2021
100,Dancing on My Own,Calum Scott,2021
