rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Angels Brought Me Here,Guy Sebastian,[],2003,69a901b5-7141-3249-a6d5-5a632ba7ef04,f116b984-45ae-49d0-9445-efc5a61458a1,238000.0,[],['contemporary R&B']
2,Lose Yourself,Eminem,[],2003,727c60cd-f92b-3c8c-b813-ee5a61fd3a62,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,318000.0,"['rap', 'hip hop']",[]
3,Where is the Love?,Black Eyed Peas,[],2003,,d5be5333-4171-427e-8e12-732087c6b78e,231000.0,[],[]
4,Born to Try,Delta Goodrem,[],2003,2e7a77e5-1d69-4f16-ae8e-74ec016f4aa7,8c5755b4-2de6-4158-bca9-e354cbf07437,250000.0,[],['pop music']
5,In Da Club,50 Cent,[],2003,6dba72a5-14d5-4bf3-a6e4-a2b355f71106,8e68819d-71be-4e7d-b41d-f1df81b01d3f,222000.0,"['rap', 'hip hop']",[]
6,Bring Me to Life,Evanescence,[],2003,,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,237000.0,['rock'],"['alternative metal', 'nu metal']"
7,Lost Without You,Delta Goodrem,[],2003,5aefff46-9360-445e-8489-f0bdb9019b34,8c5755b4-2de6-4158-bca9-e354cbf07437,253000.0,[],['pop rock']
8,The Ketchup Song (Asereje),Las Ketchup,[],2003,3e209f11-97f6-409f-910a-7571156adc81,5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1,212000.0,[],[]
9,Nu Flow,Big Brovaz,[],2003,0422fbe3-1e80-3400-ae70-1341b1ac2248,49174736-2f92-48a1-841b-dff2ed74b835,201000.0,[],['contemporary R&B']
10,Ignition (Remix),R. Kelly,[],2003,,c2d25856-a09a-4d15-b404-77dd19c19e63,186000.0,[],['contemporary R&B']
11,All I Have,Jennifer Lopez,['LL Cool J'],2003,06f3b0e1-801b-3dec-a284-0aeccef59352,f0602f55-1770-483d-89bd-4bae0d0ac086,490000.0,[],"['hip-hop', 'contemporary R&B']"
12,Stole,Kelly Rowland,[],2003,,31bea673-d23a-4889-8da1-7cb040863268,247000.0,[],['pop rock']
13,Angel,Amanda Perez,[],2003,387f533e-129b-43f5-905d-2991984002a5,b8cef818-ae80-4804-a26b-6ae27096e1a1,222000.0,[],['contemporary R&B']
14,All the Things She Said,t.A.T.u.,[],2003,0b7bf2ef-1ad9-48ba-9e2b-a6ca7142d9d8,7c20f558-d664-42bd-b6f1-81acf9dbb72d,234000.0,"['pop', 'dance']","['electropop', 'pop rock']"
15,Big Yellow Taxi,Counting Crows,['Vanessa Carlton'],2003,a9ada411-c209-4b3e-8f9b-ccb790528f48,a0327dc2-dc76-44d5-aec6-47cd2dff1469,238000.0,[],[]
16,'03 Bonnie and Clyde,Jay-Z,['Beyonce'],2003,,,207000.0,[],[]
17,Predictable,Delta Goodrem,[],2003,003059b9-dc14-4c59-b49b-c59833354c4a,8c5755b4-2de6-4158-bca9-e354cbf07437,219000.0,[],['pop rock']
