rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Heat Waves,Glass Animals,[],2021,,20395131-fbde-43ce-b141-b700cfdae99c,238000.0,"['indie', 'pop', 'rnb']","['contemporary R&B', 'psychedelic pop', 'pop rock']"
2,Stay,The Kid Laroi & Justin Bieber,[],2021,14d20e85-6c24-44a8-8e98-1d7237732c55,,141000.0,[],[]
3,Drivers License,Olivia Rodrigo,[],2021,143f1c88-f47f-4f37-b25d-614c74269dea,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,242000.0,['pop'],[]
4,Without You,The Kid Laroi,[],2021,f05d46ef-edb9-408f-9213-ff55b927dc52,80609a00-b394-4a49-975b-2db6b543fa97,161000.0,[],[]
5,Levitating,Dua Lipa,['DaBaby'],2021,957df7c5-9c3a-4dbc-b139-f339f2378986,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,203000.0,['pop'],"['nu-disco', 'electro-disco']"
6,Good 4 U,Olivia Rodrigo,[],2021,97aa087b-5fa2-42ff-bd48-d162862cdc95,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,178000.0,"['rock', 'pop']","['emo', 'grunge', 'pop rock', 'pop-punk', 'teen pop']"
7,Bad Habits,Ed Sheeran,[],2021,2d24a8d7-66ad-40b2-8ae7-5f6fc9981646,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,230000.0,"['pop', 'dance']","['electropop', 'dance-pop']"
8,Save Your Tears,The Weeknd,[],2021,0f431b3e-ddb0-4cea-9b32-e59d47b1ae8c,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,215000.0,"['pop', 'rnb']",['synth-pop']
9,Kiss Me More,Doja Cat,['SZA'],2021,1088b668-b74e-446b-bdf2-a1f471d67f1b,5df62a88-cac9-490a-b62c-c7c88f4020f4,207000.0,[],"['contemporary R&B', 'dance-pop', 'bubblegum music', 'pop rap', 'pop music']"
10,The Business,Tiesto,[],2021,,,163000.0,[],[]
11,Montero (Call Me By Your Name),Lil Nas X,[],2021,6a99a5ea-4b39-4789-b341-2e5ceabf9498,0b30341b-b59d-4979-8130-b66c0e475321,137000.0,['rnb'],[]
12,Astronaut in the Ocean,Masked Wolf,[],2021,b48424f8-6de6-4e51-a324-7921192ab5ca,14147c93-551d-4814-b4d2-308848abdce6,132000.0,[],[]
13,Cold Heart (Pnau Remix),Elton John & Dua Lipa,[],2021,a3906438-a1b2-403d-a7c2-7f48fca0a586,,202000.0,[],[]
14,Peaches,Justin Bieber,"['Daniel Caesar', 'Giveon']",2021,14227b77-3f2d-4892-95c6-a0ab6eb9535a,e0140a67-e4d1-4f13-8a01-364355bee46e,199000.0,[],[]
15,Mood,24kGoldn,['Iann Dior'],2021,,0fe5df51-ba65-4784-ba85-7d024a107a8a,140000.0,[],"['pop rap', 'alternative rock']"
