rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Happy,Pharrell Williams,[],2014,,149f91ef-1287-46da-9a8e-87fee02f1471,232000,[],"['neo soul', 'soul']"
2,All About That Bass,Meghan Trainor,[],2014,759edfb8-0b3c-4d4b-9538-a4e20f21f1e3,b2029169-2574-4305-820f-252a5fde3697,188000,[],"['blue-eyed soul', 'doo-wop', 'pop music']"
3,Shake it Off,Taylor Swift,[],2014,59fc5ddf-a1d9-4746-902d-71fb5a9a78c2,20244d07-534f-4eff-b4d4-930878889970,219000,['pop'],[]
4,Geronimo,Sheppard,[],2014,,6de0078d-89d1-4df2-897e-663cf3be2d15,218000,[],[]
5,Que Sera,Justice Crew,[],2014,802ef553-3e39-4491-bb9f-d175a9d7e136,5bd06912-a77f-41ce-9be7-9134b8cf9b66,211000,[],['dance-pop']
6,Chandelier,Sia,[],2014,d54ad2cf-cc5b-4c8d-881d-f4685e12553c,2f548675-008d-4332-876c-108b0c7ab9c5,212000,"['pop', 'indie']",[]
7,Thinking Out Loud,Ed Sheeran,[],2014,cb2cc207-8125-445c-9ef9-6ea44eee959a,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,282000,"['soul', 'pop']","['soft rock', 'blue-eyed soul']"
8,Stay With Me,Sam Smith,[],2014,,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,172000,"['soul', 'pop']",[]
9,Freaks,Timmy Trumpet and Savage,[],2014,0384af1d-a59d-485e-907a-bdfb25bd8c18,,196000,[],[]
10,Ugly Heart,G.R.L.,[],2014,2d9ac719-67a4-4243-9333-5f7b89a28e1e,cb3fa2f4-70aa-428a-b84d-61c35e6fed14,198000,[],['pop music']
11,All of Me,John Legend,[],2014,57134d59-8a4f-4646-97ff-50671986583e,75a72702-a5ef-4513-bca5-c5b944903546,270000,"['rnb', 'pop', 'soul']",['ballade']
12,Fancy,Iggy Azalea,['Charli XCX'],2014,2c42ca62-5713-4130-b47d-1ee672098b2e,3a052c99-8c18-484a-8beb-9873b4fb3106,199000,"['rap', 'pop']",['electro hop']
13,Say Something,A Great Big World & Christina Aguilera,[],2014,004ab425-f2f3-42a9-9041-3a7e33321e01,6958e806-1e14-4844-a0a7-07a27756aa0f,231000,[],[]
14,Rather Be,Clean Bandit,['Jess Glynne'],2014,,dacc2d64-7e59-42a8-87a9-10c53919aff2,227000,[],"['house music', 'dance-pop', 'popular music', 'crossover fiction', 'Eurohouse', 'deep house']"
15,Stolen Dance,Milky Chance,[],2014,bbbcc53f-388e-4984-b266-390faea0fe48,6d230d98-fb8d-4421-a6e8-daca4e55d53e,313000,"['indie', 'pop']",[]
16,Am I Wrong,Nico & Vinz,[],2014,,f8e8de78-2131-4e96-8829-ba3614f48a48,245000,['pop'],['pop music']
17,Only Love Can Hurt Like This,Paloma Faith,[],2014,,f23f6dd0-bfb0-43d5-bf06-eae4315db502,232000,['soul'],"['pop music', 'soul']"
18,Problem,Ariana Grande,['Iggy Azalea'],2014,,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,193000,['pop'],"['dance-pop', 'contemporary R&B']"
19,Budapest,George Ezra,[],2014,,2c5e2a98-d9ea-46b5-9618-d9bb4863a920,202000,"['folk', 'indie', 'pop']",['folk rock']
20,She Looks So Perfect,5 Seconds of Summer,[],2014,,830e5c4e-6b7d-431d-86ab-00c751281dc5,203000,['pop'],"['power pop', 'pop rock', 'pop-punk']"
21,Waves (Robin Schulz Remix),Mr. Probz,[],2014,20d9d329-bbcd-4459-ae5f-a9bd09805f27,9bb64b8f-d7a4-4fc0-954f-9c9e9d7b3bc3,205000,[],[]
22,You Ruin Me,The Veronicas,[],2014,b802f486-68f7-42e7-8599-c87b2b6bc56c,fd1baeb3-0ee9-4838-b4c7-615c78d68d10,231000,[],[]
23,Swing,Joel Fletcher & Savage,[],2014,,,173000,[],[]
24,We Are Done,The Madden Brothers,[],2014,29ff228a-a2c4-4757-b257-187d269dd03c,95695676-369f-4f65-abd9-4f69cc42b8e9,216000,[],['pop rock']
25,Let it Go,Idina Menzel,[],2014,4c1a9d5a-57c4-4cf0-a153-d7c53077263e,929ca8c3-5df3-4fe9-bc59-f8d603780bce,224000,[],[]
26,Jubel,Klingande,[],2014,,1faebb11-9c72-4a6f-8886-351efcab991e,199000,[],['deep house']
