rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
57,Exit Sign,Hilltop Hoods,"['Illy', 'Ecca Vandal']",2019,,16e1fb95-6d1c-45a3-aad8-d3bcd7e06aac,223000,[],[]
58,Perfect,Ed Sheeran,[],2019,b84dd2d1-2bf1-4fcc-aadc-6cc39c36ba35,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,263000,['pop'],['ballade']
59,SOS,Avicii,['Aloe Blacc'],2019,981a92c2-5b78-4bd2-b0d2-32efe27c9622,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,157000,[],['electronic dance music']
60,Better Now,Post Malone,[],2019,2b632288-0cca-4cc8-85cc-8272f862920e,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,231000,"['rap', 'rnb']",['pop music']
61,You Need to Calm Down,Taylor Swift,[],2019,a55a5a51-452e-4add-af86-06cc1a71bbfd,20244d07-534f-4eff-b4d4-930878889970,171000,['pop'],['electropop']
62,Walk Me Home,Pink,[],2019,,,0,[],['pop music']
63,Middle Child,J. Cole,[],2019,0ad06009-1850-4953-9cbe-3735db9fd111,875203e1-8e58-4b86-8dcb-7190faf411c5,213000,"['hip hop', 'rap']",['hip-hop']
64,Confidence,Ocean Alley,[],2019,f1475d0f-04ca-4dc4-b3d4-4188a3fd0033,8cf32b06-c5a3-4804-a967-376f88d12aad,255000,[],[]
65,Who Do You Love,The Chainsmokers,['5 Seconds of Summer'],2019,,91a81925-92f9-4fc9-b897-93cf01226282,228000,[],"['electronic music', 'pop music', 'dance-pop']"
66,Bad Liar,Imagine Dragons,[],2019,,012151a8-0f9a-44c9-997f-ebd68b5389f9,260000,['pop'],['electropop']
67,Bohemian Rhapsody,Queen,[],2019,623728fe-fe43-42b7-9e10-850a0c9bf374,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,357000,['rock'],"['progressive rock', 'progressive rock', 'progressive rock', 'hard rock', 'hard rock', 'progressive pop', 'progressive pop']"
68,Me!,Taylor Swift,['Brendon Urie'],2019,741a56d6-87cb-4978-af7f-4f3b230bc3a7,20244d07-534f-4eff-b4d4-930878889970,193000,[],[]
69,Going Bad,Meek Mill,['Drake'],2019,,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,0,[],"['hip-hop', 'trap music']"
70,Saturday Nights,Khalid,[],2019,418fd204-155c-4b9e-ba5f-b5c59df79a75,acc88434-f16e-4aad-83e0-ea0ee6bb6b3d,209000,[],['contemporary R&B']
71,High Hopes,Panic! at the Disco,[],2019,bb7f1441-860d-4bad-8307-88be25c90acc,b9472588-93f3-4922-a1a2-74082cdf9ce8,192000,"['alternative', 'rock', 'pop', 'indie']","['pop rock', 'pop rock']"
72,Money in the Grave,Drake,['Rick Ross'],2019,af959b44-1f99-4b5c-8733-f69b25bcf057,9fff2f8a-21e6-47de-a2b8-7f449929d43f,205000,[],[]
73,Girls Like You,Maroon 5,['Cardi B'],2019,,0ab49580-c84f-44d4-875f-d83760ea2cfe,215000,[],['pop rock']
74,Good Lord,Birds of Tokyo,[],2019,1a6fad61-1779-4980-a13b-d45366c64993,8eec195f-d357-4e0a-bcc7-74fd5c462e6e,204000,[],[]
75,Shape of You,Ed Sheeran,[],2019,d7500dd6-b815-4299-88c6-3fbda358f1fc,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,233000,['pop'],"['short film', 'pop music', 'dance-pop', 'dancehall', 'musical film', 'tropical house']"
76,Giant,Calvin Harris & Rag'n'Bone Man,[],2019,084e9a28-4868-450c-8458-eeb4fdd7000b,,229000,[],[]
77,Panini,Lil Nas X,[],2019,8c16f7a5-61fb-4c77-aeed-64f9029fcaf8,0b30341b-b59d-4979-8130-b66c0e475321,114000,[],['hip-hop']
78,Never Really Over,Katy Perry,[],2019,b37141b8-5123-4bbb-b5f6-7243d64ae71d,122d63fc-8671-43e4-9752-34e846d62a9c,223000,[],"['pop music', 'electropop']"
79,Wish You Were Gay,Billie Eilish,[],2019,075ee274-57ca-4c72-b0ce-4be15d81c71f,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,161000,"['indie', 'pop']",['pop music']
80,Rockstar,Post Malone,['21 Savage'],2019,ff18a32b-47eb-4335-88bd-f22c768ecf96,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,186000,[],['trap music']
81,Mess Her Up,Amy Shark,[],2019,27ba6b80-adc7-4212-ac1c-7dbba9df1346,e6bbfac7-47e5-4faf-a3e2-42fdedff72d3,208000,[],[]
82,Higher Love,Kygo & Whitney Houston,[],2019,b2e07fba-3689-4cd3-8d3e-519d26d80378,,227000,[],[]
83,I Fall Apart,Post Malone,[],2019,0244aeee-a350-40a7-a904-c5ca8e76bdd5,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,224000,"['rap', 'hip hop']",['hip-hop']
84,Love Someone,Lukas Graham,[],2019,2cf83875-5a44-49a8-94ed-90585358eaab,69cfe463-3075-44d8-b118-02381e4a9ed9,205000,[],['pop music']
85,Ransom,Lil Tecca,[],2019,8104e5ce-5d4a-4d1d-be82-397bb6f5f527,e6fdf3f9-8077-4126-b0cf-94da9a8b627e,131000,[],"['rapping', 'hip-hop']"
86,Lalala,Y2K & Bbnos,[],2019,,,0,[],[]
87,Promises,Calvin Harris & Sam Smith,[],2019,416612cb-759e-4b40-9e1c-ce560cf7ddaf,,213000,[],[]
88,Close to Me,Ellie Goulding & Diplo & Swae Lee,[],2019,3891b07d-3fb1-42b9-80d5-2e512d8c30af,,182000,[],[]
89,Easier,5 Seconds of Summer,[],2019,4323b8ec-1886-4c89-8cf9-2f843b43343a,830e5c4e-6b7d-431d-86ab-00c751281dc5,157000,[],['pop rock']
90,Lover,Taylor Swift,[],2019,715afe05-4b62-40c7-a9fe-ea0dbf917304,20244d07-534f-4eff-b4d4-930878889970,221000,"['pop', 'country']","['pop music', 'country music', 'country music', 'funk', 'electropop', 'pop-punk', 'alternative country', 'pop rock', 'dream pop', 'indie pop', 'indie folk', 'contemporary R&B', 'bubblegum music', 'synth-pop']"
91,Lucid Dreams,Juice Wrld,[],2019,19bc9a65-fb28-4c32-9b79-81348bf75563,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,239000,"['hip hop', 'rap']",[]
92,Hot Girl Bummer,Blackbear,[],2019,000c81ee-bc19-4fa0-ae9f-856ec9a92c3c,e07d9474-00ea-4460-ac27-88b46b3d976e,185000,"['rnb', 'rap']",['pop rap']
93,2002,Anne-Marie,[],2019,b66b519f-c8a0-459e-a7e9-a33fa2a1eed1,e3d5b5ec-101a-4529-9f2d-01dca64cf44e,186000,['pop'],['pop music']
94,"10,000 Hours",Dan + Shay & Justin Bieber,[],2019,,,0,[],[]
95,So Am I,Ava Max,[],2019,c9009764-ddab-4888-bd75-cbd8f9d225ca,add5f522-25df-41c4-815e-0ca9f60b83e4,184000,[],['pop music']
96,Let You Love Me,Rita Ora,[],2019,8a19b393-13c9-4468-b029-e6cfbf6e5789,c9dd033c-0270-463c-b3ec-f4b7712486fe,190000,[],['synth-pop']
97,Rescue Me,OneRepublic,[],2019,ef0c2234-4abd-4bdf-99e5-1764564bdbac,c33c2065-b1c3-4406-b066-d33a9e2ea71a,159000,[],['pop music']
98,Always Remember Us This Way,Lady Gaga,[],2019,5212744e-d58a-4002-82b5-5a7d02676a5a,650e7db6-b795-4eb5-a702-5ea2fc46c848,210000,"['pop', 'country']",['country music']
99,In My Mind,Dynoro & Gigi D'Agostino,[],2019,39ab246f-f092-4797-bb9a-4cb3aab50c89,,230000,[],[]
100,1999,Charli XCX & Troye Sivan,[],2019,596da958-f69f-4f81-8595-f77352393b3e,,189000,[],[]
