rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Flowers,Miley Cyrus,[],2023,baecb366-aa92-4685-a4a3-56c6e573b679,7e9bd05a-117f-4cce-87bc-e011527a8b18,200000,['pop'],['pop music']
2,Last Night,Morgan Wallen,[],2023,62ca86de-7204-4b12-bc2a-94a4ad39a027,2077273e-eaa1-4f49-903c-f286ededecb9,161000,"['country', 'pop']",['country pop']
3,Kill Bill,SZA,[],2023,a396dab3-a6ce-46a3-b42b-843a518bc541,272989c8-5535-492d-a25c-9f58803e027f,154000,['pop'],"['pop music', 'contemporary R&B']"
4,Anti-Hero,Taylor Swift,[],2023,6bb9e766-97a5-440f-9173-99515493d2d4,20244d07-534f-4eff-b4d4-930878889970,200000,['rock'],"['synth-pop', 'pop rock']"
5,Boy's a Liar,PinkPantheress,[],2023,fddf234b-5905-4421-94ff-515ab7ba3c9e,7441014f-f8f5-494f-81db-ff166fbc078d,131000,"['pop', 'electronic']","['dance-pop', 'bubblegum music', 'synth-pop']"
6,Die for You,The Weeknd,[],2023,d2420165-a71c-432e-b61a-a96a80372b9f,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,260000,"['rnb', 'pop']",['contemporary R&B']
7,Something in the Orange,Zach Bryan,[],2023,95a87931-919e-4364-934a-24b70cf9ebff,51e90731-08c0-4f60-89b6-5b78e5844de8,228000,['country'],['country music']
8,Cruel Summer,Taylor Swift,[],2023,7b3f37a2-850e-499e-95e9-f3fbf0f40331,20244d07-534f-4eff-b4d4-930878889970,178000,['pop'],"['electropop', 'synth-pop']"
9,As it Was,Harry Styles,[],2023,ca05e074-1c11-4587-ba3d-cc6c8b8c3714,7eb1ce54-a355-41f9-8d68-e018b096d427,165000,['pop'],[]
10,Escapism,Raye,['070 Shake'],2023,,,0,[],"['hip-hop', 'electropop', 'contemporary R&B']"
11,I Ain't Worried,OneRepublic,[],2023,6dd28fe4-9ed1-4cb1-a5bb-6959f8708bd5,c33c2065-b1c3-4406-b066-d33a9e2ea71a,148000,"['pop', 'electronic', 'dance']",['pop music']
12,Calm Down,Rema & Selena Gomez,[],2023,0c1feaff-c863-4083-8cb9-774f04d08037,,239000,[],[]
13,Fast Car,Luke Combs,[],2023,27a100f9-583c-4947-a826-fc6d70283764,c20ee61f-071f-4e65-9c81-45ee931a54ce,265000,[],"['acoustic music', 'country music']"
14,Paint the Town Red,Doja Cat,[],2023,b9e20829-1d09-456a-b649-3138e305d9ca,5df62a88-cac9-490a-b62c-c7c88f4020f4,231000,"['pop', 'rnb', 'rap']",[]
15,Sprinter,Dave & Central Cee,[],2023,1ec1bfc4-2407-4369-b070-177fea0b38ba,,229000,[],[]
16,Creepin',Metro Boomin & The Weeknd & 21 Savage,[],2023,ae03cb2e-1a97-4bd2-a7c8-51b1dc29becf,,221000,[],[]
17,Until I Found You,Stephen Sanchez,[],2023,5d132952-d348-48dd-94ce-b42644ceeb2f,a9c38fd2-04be-4bc6-a3bc-96508b226508,177000,['pop'],"['pop music', 'blue-eyed soul']"
18,Heat Waves,Glass Animals,[],2023,,20395131-fbde-43ce-b141-b700cfdae99c,238000,"['indie', 'pop', 'rnb']",[]
19,Daylight,David Kushner,[],2023,613647d8-b51f-4ad1-af69-94a7d70b9c0f,684e2403-8dc3-468c-8d4f-c1ee01fb6cd6,212000,['pop'],['gothic rock']
20,Unholy,Sam Smith & Kim Petras,[],2023,1a774967-444d-42de-aa65-b6160d1205e4,,156000,[],[]
21,Sure Thing,Miguel,[],2023,2fe8a364-5584-4854-90f0-a17a55f5e59a,285e1285-aecc-478f-a8da-0c8cf69e1217,195000,['rnb'],['contemporary R&B']
22,The Kind of Love We Make,Luke Combs,[],2023,572b33ea-ae5a-425c-918b-d33e94e705bb,c20ee61f-071f-4e65-9c81-45ee931a54ce,218000,[],['country music']
23,I'm Good (Blue),David Guetta & Bebe Rexha,[],2023,318034d7-1d08-4137-9585-1cb2aa04e987,,175000,[],[]
24,Shivers,Ed Sheeran,[],2023,d199de3b-e552-410e-b45e-eaf178b763dc,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,207000,['pop'],['dance-pop']
25,10:35,Tiesto,['Tate McRae'],2023,,,0,[],[]
26,Vampire,Olivia Rodrigo,[],2023,16f67c81-6481-4713-9b00-7003947d8b49,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,222000,['pop'],['pop rock']
27,Dance the Night,Dua Lipa,[],2023,33cb99cc-ff23-4e84-95c1-60b617827cb1,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,176000,[],"['pop music', 'disco']"
28,Cold Heart (Pnau Remix),Elton John & Dua Lipa,[],2023,a3906438-a1b2-403d-a7c2-7f48fca0a586,,202000,[],[]
29,Mr. Brightside,The Killers,[],2023,,95e1ead9-4d31-4808-a7ac-32c3614c116b,222000,"['rock', 'indie', 'alternative']",['indie rock']
30,Someone You Loved,Lewis Capaldi,[],2023,,526aab94-697f-44a9-b630-41d1c0505953,182000,['pop'],['pop music']
31,Players,Coi Leray,[],2023,34575842-424f-462e-a86e-752a1e347732,e1115c6a-6705-4d17-bbf2-0efd2ef1bbb2,140000,[],['hip-hop']
32,Save Your Tears,The Weeknd,[],2023,0f431b3e-ddb0-4cea-9b32-e59d47b1ae8c,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,215000,"['pop', 'rnb']",['synth-pop']
33,Dreams,Fleetwood Mac,[],2023,,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,257000,[],"['soft rock', 'soft rock']"
34,Cupid,Fifty Fifty,[],2023,b0555538-b982-489b-987f-d54d2ccb15a1,0ab64f50-5003-4090-acd0-9b6b83e6ea29,174000,['pop'],[]
35,Another Love,Tom Odell,[],2023,0851f234-6a50-4d26-af2d-5bb2c32dab3c,fee6a7fb-80d9-4290-a171-e48f1f20e381,257000,"['indie', 'pop']",['piano rock']
36,Stay,The Kid Laroi & Justin Bieber,[],2023,14d20e85-6c24-44a8-8e98-1d7237732c55,,141000,[],[]
37,Bad Habits,Ed Sheeran,[],2023,2d24a8d7-66ad-40b2-8ae7-5f6fc9981646,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,230000,"['pop', 'dance']","['electropop', 'dance-pop']"
38,Made You Look,Meghan Trainor,[],2023,750a96d7-26bd-4733-8826-e0475f946476,b2029169-2574-4305-820f-252a5fde3697,134000,[],['doo-wop']
39,Karma,Taylor Swift,[],2023,37347a97-76f6-4294-a02b-a16a53008f88,20244d07-534f-4eff-b4d4-930878889970,204000,"['pop', 'metal']","['electroclash', 'chillwave', 'disco']"
40,Chemical,Post Malone,[],2023,4d5ea684-6127-4506-b7b3-c5ea5a1eb1d8,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,183000,['pop'],[]
41,You Proof,Morgan Wallen,[],2023,479de3c2-2950-4c26-82ea-fbd1c63f84c4,2077273e-eaa1-4f49-903c-f286ededecb9,155000,[],[]
42,Sunflower,Post Malone & Swae Lee,[],2023,7e6c84a3-3bba-4822-b82c-c76c1769e61f,,156000,[],[]
43,Snooze,SZA,[],2023,b2c0cffe-2a6a-4d5c-aeb7-404237469c9e,272989c8-5535-492d-a25c-9f58803e027f,201000,['rnb'],[]
44,No Role Modelz,J. Cole,[],2023,232bceed-975b-4156-88a8-d1ddb44d1b34,875203e1-8e58-4b86-8dcb-7190faf411c5,292000,"['rap', 'hip hop']",['hip-hop']
45,Popular,The Weeknd & Playboi Carti & Madonna,[],2023,,,0,[],[]
46,Miss You,Oliver Tree & Robin Schulz,[],2023,381228ae-77a2-42e5-9bdd-54533c50bf14,,206000,[],[]
47,Levitating,Dua Lipa,['DaBaby'],2023,957df7c5-9c3a-4dbc-b139-f339f2378986,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,203000,['pop'],"['nu-disco', 'electro-disco']"
48,Miracle,Calvin Harris & Ellie Goulding,[],2023,f284b2ab-031e-42bf-95e9-42bbc57e2742,,186000,[],[]
49,Greedy,Tate McRae,[],2023,579ede57-ecd8-4763-a0fa-3128086c75b4,f9133869-f87c-459c-9aa7-2f176cda7e06,131000,"['pop', 'dance', 'rnb']","['pop music', 'dance-pop', 'contemporary R&B']"
50,Sunroof,Nicky Youre & Dazy,[],2023,09c47733-a6a0-440f-a832-42f31d580b5a,,163000,[],[]
51,When it Rains it Pours,Luke Combs,[],2023,a88ffcea-6b74-4942-acc7-d1b3caee0b13,c20ee61f-071f-4e65-9c81-45ee931a54ce,242000,[],[]
