rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Youngblood,5 Seconds of Summer,[],2018,079cab5d-0ae6-4524-81f9-5235a284ec49,830e5c4e-6b7d-431d-86ab-00c751281dc5,203000.0,"['rock', 'pop']","['pop music', 'synth-pop']"
2,God's Plan,Drake,[],2018,dec4c665-2b90-40f6-95b0-4d50dfefcc01,9fff2f8a-21e6-47de-a2b8-7f449929d43f,198000.0,['rap'],"['pop rap', 'trap music']"
3,Perfect,Ed Sheeran,[],2018,b84dd2d1-2bf1-4fcc-aadc-6cc39c36ba35,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,263000.0,['pop'],['ballade']
4,Be Alright,Dean Lewis,[],2018,d04e680c-4c43-44e5-ab8f-7098e2640254,21e9df94-3c2c-4c15-b069-fefa58bcd650,197000.0,['pop'],['pop music']
5,Meant to Be,Bebe Rexha & Florida Georgia Line,[],2018,a0214343-d172-48bc-b597-4ee6fb2e3549,,164000.0,[],[]
6,I Fall Apart,Post Malone,[],2018,0244aeee-a350-40a7-a904-c5ca8e76bdd5,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,224000.0,"['rap', 'hip hop']",['hip-hop']
7,Psycho,Post Malone,['Ty Dolla Sign'],2018,3705870d-0c13-475e-80d2-db9c2c87e3db,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,221000.0,[],"['pop music', 'contemporary R&B']"
8,Girls Like You,Maroon 5,['Cardi B'],2018,,0ab49580-c84f-44d4-875f-d83760ea2cfe,215000.0,[],['pop rock']
9,Shotgun,George Ezra,[],2018,81614e2f-298e-4644-aaed-36fe57fb1eb3,2c5e2a98-d9ea-46b5-9618-d9bb4863a920,199000.0,[],[]
10,Eastside,Benny Blanco & Halsey & Khalid,[],2018,,,0.0,[],[]
11,Better Now,Post Malone,[],2018,2b632288-0cca-4cc8-85cc-8272f862920e,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,231000.0,"['rap', 'rnb']",['pop music']
12,Rockstar,Post Malone,['21 Savage'],2018,ff18a32b-47eb-4335-88bd-f22c768ecf96,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,186000.0,[],['trap music']
13,Love Lies,Khalid & Normani,[],2018,53d3f945-529a-42ca-90b5-0059ad09a202,,195000.0,[],[]
14,These Days,Rudimental,"['Jess Glynne', 'Macklemore', 'Dan Caplen']",2018,4d5fe55f-5119-43ee-a38f-77b66af2816e,b09ced80-aa65-43c1-9aa7-58b1e982eada,0.0,[],['pop music']
15,The Middle,Zedd & Maren Morris & Grey,[],2018,,,0.0,[],[]
16,In My Feelings,Drake,[],2018,89e78796-60ee-4fb4-b63e-285e77903816,9fff2f8a-21e6-47de-a2b8-7f449929d43f,217000.0,['rap'],['bounce music']
17,All the Stars,Kendrick Lamar & SZA,[],2018,8f056243-ec20-4068-bcaf-1e64f7db94d5,,196000.0,[],[]
18,IDGAF,Dua Lipa,[],2018,ea73c102-9fa9-4f6e-a262-a9b347aca4cf,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,218000.0,"['pop', 'dance', 'rnb']","['futurepop', 'futurepop', 'contemporary R&B', 'contemporary R&B', 'dance-pop', 'dance-pop', 'alternative pop', 'alternative pop', 'pop music']"
19,River,Eminem,['Ed Sheeran'],2018,c1e7cbfb-9075-4536-b737-5d628dc3fe73,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,221000.0,[],[]
20,One Kiss,Calvin Harris & Dua Lipa,[],2018,1f215b13-829c-4077-9098-e287d1d87f50,,214000.0,[],[]
