rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Roar,Katy Perry,[],2013,,122d63fc-8671-43e4-9752-34e846d62a9c,246000.0,['pop'],['pop music']
2,Blurred Lines,Robin Thicke,"['T.I.', 'Pharrell']",2013,,ddfd9b2f-186e-4b2c-ad09-01aa5380c225,263000.0,"['pop', 'dance', 'rnb']","['pop music', 'contemporary R&B']"
3,Let Her Go,Passenger,[],2013,,6617f55e-c0c0-490d-9855-02c9c30091d9,251000.0,['folk'],['folk rock']
4,Wake Me Up,Avicii,[],2013,,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,249000.0,"['electronic', 'dance', 'pop']","['pop music', 'electronic dance music', 'folktronica', 'folk-pop']"
5,Royals,Lorde,[],2013,,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,190000.0,"['pop', 'indie', 'electronic']","['art pop', 'electropop', 'indie pop']"
6,The Love Club,Lorde,[],2013,1dff0c9f-839b-4b6a-b89e-a1b2070ac9e5,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,201000.0,"['pop', 'electronic', 'indie']","['electropop', 'synth-pop']"
7,Just Give Me a Reason,Pink,['Nate Ruess'],2013,,9c6158ed-53d0-4094-b424-b641c5cab36d,0.0,[],['pop music']
8,Get Lucky,Daft Punk,['Pharrell Williams'],2013,011049b6-1076-4484-a9fe-4fd4cb7466a7,056e4f3e-d505-4dad-8ec1-d04f521cbb56,233000.0,[],"['pop music', 'disco', 'funk']"
9,Counting Stars,OneRepublic,[],2013,,c33c2065-b1c3-4406-b066-d33a9e2ea71a,257000.0,"['rock', 'pop']",['folk rock']
10,Can't Hold Us,Macklemore & Ryan Lewis,['Ray Dalton'],2013,2c494504-ba94-460c-981b-78d22f0a04ed,97b226c8-7140-4da3-91ac-15e62e131a81,259000.0,[],['hip-hop']
11,Impossible,James Arthur,[],2013,,ac452d5e-e3d9-4759-b045-f876b631a2ca,209000.0,['pop'],[]
12,Stay,Rihanna,['Mikky Ekko'],2013,070a4ab0-98b5-3ab1-89a0-c542dcd89f30,73e5e69d-3554-40d8-8516-00cb38737a1c,0.0,"['pop', 'rnb']",['rhythm and blues']
13,Riptide,Vance Joy,[],2013,,df36f6db-5987-46ed-9d02-0cf36ed4e060,204000.0,"['folk', 'indie', 'alternative']",['indie folk']
14,Talk Dirty,Jason Derulo,['2 Chainz'],2013,0777860d-1e9b-4b69-bfe7-fbdb7da2281a,,177000.0,[],['contemporary R&B']
15,Same Love,Macklemore & Ryan Lewis,['Mary Lambert'],2013,5737d142-02e4-47b0-91a0-781678257df3,97b226c8-7140-4da3-91ac-15e62e131a81,320000.0,[],['hip-hop']
16,Pompeii,Bastille,[],2013,9833ffbd-a387-415f-baab-dedd322529a9,7808accb-6395-4b25-858c-678bbb73896b,214000.0,"['indie', 'pop', 'alternative']",['indie rock']
17,Thrift Shop,Macklemore & Ryan Lewis,['Wanz'],2013,0a338e69-dd00-3796-b352-848153dce93a,97b226c8-7140-4da3-91ac-15e62e131a81,236000.0,[],['alternative hip-hop']
18,When I Was Your Man,Bruno Mars,[],2013,126241da-d2cb-42c2-a40e-f30909057647,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,213000.0,['pop'],['pop music']
19,Beneath Your Beautiful,Labrinth,['Emeli Sande'],2013,72aa09c3-1533-4b4d-95c7-9a5758ae9b73,dc99e6fd-c710-4f79-b74b-127b4d0b7849,237000.0,[],['rhythm and blues']
20,Thank You,MKTO,[],2013,f3fa0823-fb92-4459-a37a-d80bf9996262,aa25521e-3848-4ff7-ab09-545cc95b8a36,227000.0,[],[]
21,Radioactive,Imagine Dragons,[],2013,,012151a8-0f9a-44c9-997f-ebd68b5389f9,188000.0,"['indie', 'alternative', 'rock']","['electronic rock', 'alternative rock']"
22,Ho Hey,The Lumineers,[],2013,,bfcb6630-9b31-4e63-b11f-7b0363be72b5,163000.0,"['indie', 'folk', 'alternative']",['indie folk']
23,Wrecking Ball,Miley Cyrus,[],2013,,7e9bd05a-117f-4cce-87bc-e011527a8b18,222000.0,['pop'],"['rock music', 'pop music', 'synth-pop']"
24,Let's Get Ridiculous,Redfoo,[],2013,6269fc5f-4d99-467c-abbe-925b21d187e2,92781466-f1a9-4ffc-9143-d65a2c77fd64,214000.0,[],['electronic dance music']
25,The Monster,Eminem,['Rihanna'],2013,7e9e29c6-c643-41bb-bd1c-f77e4a453719,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,250000.0,"['rap', 'pop', 'hip hop']",[]
